PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,AvPercentage
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Average percent of the duplicates of each test compound readout (Percentage (%)) at a concentration of 10 uM.
RESULT_UNIT,,,,,,,,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10
1996,26657827,4880386,C1CS(=O)(=O)CC1NC(=O)CSC2=NC=NC3=C2C(=CS3)C4=CC=CC=C4,Inactive,0,http://www.jhicc.org/,,0
1997,14728840,6096196,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)C2=CC=C(O2)C3=CC=C(C4=CC=CC=C43)C,Inactive,0,http://www.jhicc.org/,,0
1998,3716377,2576673,CCCN1C(=O)NN=C1SCC2=CC(=O)OC3=C2C4=CC=CC=C4C=C3,Inactive,0,http://www.jhicc.org/,,0
1999,14718683,1781520,CC1=NN=C(N1C2=CC=CC=C2)SCCOC3=CC=C(C=C3)OC,Inactive,0,http://www.jhicc.org/,,0
2000,24828541,3516753,COC1=C(C=C2C(N(CCC2=C1)C(=O)C3=CN=CC=C3)C4=CC=CS4)OC,Inactive,0,http://www.jhicc.org/,,0
2001,4259364,1254963,CN(CC1=NC(=NO1)C2=CC=NC=C2)S(=O)(=O)C3=CC=C(C=C3)Br,Inactive,0,http://www.jhicc.org/,,0
2002,49725974,3180300,C1CCC(C1)NC(=O)C(C2=CC=CO2)N(CC3=CC=C(C=C3)F)C(=O)C4=C(C(=NS4)C(=O)N)N,Inactive,0,http://www.jhicc.org/,,0
2003,14744330,4882721,CC1=C(SC2=NC=NC(=C12)N(C)CC3=CC=CO3)C,Inactive,0,http://www.jhicc.org/,,0
2004,49720691,16012043,CN1C2=CC=CC=C2C3=C1C(=O)N(N=C3)CC(=O)NCCCN4CCN(CC4)C5=CC=CC=C5F,Inactive,0,http://www.jhicc.org/,,0
2005,14743752,4883153,COC1=CC=C(C=C1)N2C3=CC=CC=C3N=C2SCC(=O)NCC4CCCO4,Inactive,0,http://www.jhicc.org/,,0
2006,24807150,135402523,C1C(=C(C(=N)N1C2=CC(=CC=C2)O)C3=CC=CC=C3)O,Inactive,0,http://www.jhicc.org/,,0
2007,24826811,4039288,CCOP(=O)(C(C1=CC=CC=C1)NC(=O)NC2=C(C=C(C=C2C)C)C)OCC,Inactive,0,http://www.jhicc.org/,,0
2008,4240489,3235591,CCOC(=O)C1=C(C(=C(N1)C)C(=O)N2CCC3=CC=CC=C32)C,Inactive,0,http://www.jhicc.org/,,0
2009,24834086,9622289,C1=CC2=C3C(=C1)N(S(=O)(=O)C3=CC=C2)CC4=CC=C(C=C4)C(=O)N/N=C/C5=CN=CC=C5,Inactive,0,http://www.jhicc.org/,,0
2010,24809209,3221953,CCC1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NC(C)(C)CC)C(=O)C3=CSN=N3,Inactive,0,http://www.jhicc.org/,,0
2011,24821182,5769346,C1=CC=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)CCC3=CNC4=CC=CC=C43)C5=CN=CC=C5)/O,Inactive,0,http://www.jhicc.org/,,0
2012,4251854,3245489,C1CCCC(CC1)NC(=O)C2C3=CC=CC=C3C(=O)N2CC4=CC=CO4,Inactive,0,http://www.jhicc.org/,,0
2013,49818845,1376033,CCOC1=CC=CC=C1/C=C(\C(=O)N2CCCCC2)/NC(=O)C3=CC=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2014,49825553,5338430,C1COCCN1C(=O)/C(=C/C2=CC=C(C=C2)Br)/NC(=O)C3=CC=CC=C3Cl,Inactive,0,http://www.jhicc.org/,,0
2015,7971282,2148477,CN1C(=CC(=O)N(C1=O)C)NC(=O)CCC2CCCCC2,Inactive,0,http://www.jhicc.org/,,0
2016,26727264,2728417,CC1=CC=C(C=C1)SC2=C(C=CC=N2)NC(=O)C3=CC=CC=C3Cl,Inactive,0,http://www.jhicc.org/,,0
2017,14736054,5169775,CC1CC2=C(S1)C(=O)N(C(=N2)SCC(=O)NC3=NC4=CC=CC=C4S3)C,Inactive,0,http://www.jhicc.org/,,0
2018,7972771,778306,C1=CC2=C(N=C1)N=C(N2)SCC3=CC=C(C=C3)F,Inactive,0,http://www.jhicc.org/,,0
2019,4259413,2966106,C1CCC2C(C1)N(C(=C[N+]2=O)C3=CC=C(C=C3)OC4=CC=CC=C4)[O-],Inactive,0,http://www.jhicc.org/,,0
2020,4258870,1259406,CC1=CC(=C(C=C1Br)S(=O)(=O)N2CCCC2)OC,Inactive,0,http://www.jhicc.org/,,0
2021,24821280,2764861,C1=CC=C(C=C1)NC(=O)C2=CN(C(=O)C=C2)CC3=CC(=C(C=C3)F)F,Inactive,0,http://www.jhicc.org/,,0
2022,7969291,2949878,CCCCN1C2=C(C=C(C=C2)Br)C(C1=O)(CC(=O)C3=CC=CO3)O,Inactive,0,http://www.jhicc.org/,,0
2023,3711178,2078704,C1CN(CC2=CC=CC=C21)C(=O)COC(=O)CN3C(=O)C4=CC=CC=C4C(=O)N3,Inactive,0,http://www.jhicc.org/,,0
2024,24799975,16191645,CCOC(=O)C1(CCN(CC1)C(=O)CCCN2C=NC=N2)CCCC3=CC=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2025,24809964,1100801,CC1=C(C(=NN1CC(=O)NCC2=CC=CO2)C(F)(F)F)Br,Inactive,0,http://www.jhicc.org/,,0
2026,24807007,1083984,CC1=CC(=NO1)NC(=O)CCC(=O)N(CC2=CC=CC=C2)C3(CCCC3)C(=O)NC4CCCCC4,Inactive,0,http://www.jhicc.org/,,0
2027,3716672,2114543,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)CSCC3=NC4=CC=CC=C4N3,Inactive,0,http://www.jhicc.org/,,0
2028,51085772,18567960,COC1=CC=C(C=C1)C(=O)NC2=NC(=CS2)CC(=O)NCCC3=CC=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2029,4247275,3241504,CCOC(=O)N1CCC(CC1)NC(=O)CSCC2=C(N(N=C2)C3=CC=CC=C3)N4C=CC=C4,Inactive,0,http://www.jhicc.org/,,0
2030,3711571,2997692,CCOC1=CC=CC=C1C(=O)NC(C(C)C)C(=O)OCC(=O)NC2=NN=C(O2)C3=CC=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2031,24783818,1571543,C1=CC=C(C(=C1)C(=O)NN2C(=O)/C(=C/C3=CC(=C(C=C3)O)[N+](=O)[O-])/SC2=S)Cl,Inactive,0,http://www.jhicc.org/,,0
2032,22409518,2550041,C1=CC(=CC(=C1)C(F)(F)F)CNC(=O)C2=C(C=CC(=C2)Cl)Cl,Inactive,0,http://www.jhicc.org/,,0
2033,47204433,807675,CC(C)(C)C1=CSC(=N1)NC(=O)C2=CC=CC=C2O,Inactive,0,http://www.jhicc.org/,,0
2034,14726541,1155192,C1=CC=C(C=C1)CNC(=O)CSC2=NN=C(N2CC3=CC=CO3)C4=CC=CO4,Inactive,0,http://www.jhicc.org/,,0
2035,4260263,2929548,CC(C(=O)NC1CCCCCC1)N(C2=CC=CC=C2)S(=O)(=O)C,Inactive,0,http://www.jhicc.org/,,0
2036,4248253,3242355,CC1=CC(=C(C=C1)C)N(C)S(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,0,http://www.jhicc.org/,,0
2037,22410067,135401236,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)CCC(=O)N/N=C/C3=C(C(=C(C=C3)O)O)O,Inactive,0,http://www.jhicc.org/,,0
2038,24805558,135425474,C1=CC=C2C(=C1)C(=NNC(=N2)C3=CC=C(C=C3)Br)C4=CC=NC=C4,Inactive,0,http://www.jhicc.org/,,0
2039,22405278,1046666,CC1=C(C(=NN1C2=NN=C(N=N2)NCC3=CC=CC=C3)C)Br,Inactive,0,http://www.jhicc.org/,,0
2040,24832773,6892973,CC1=C(C=CO1)C(=O)N/N=C/C2=C(N=C(S2)N3CCOCC3)C4=CC=CC=C4,Inactive,0,http://www.jhicc.org/,,0
2041,849721,652227,CCC(C)(C)NC(=O)C(C1=CC=CC=C1F)N(CC2=CC=CO2)C(=O)C3=CSN=N3,Inactive,0,http://www.jhicc.org/,,0
2042,14732084,1161100,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NCC3=C(C(=CC(=C3)Cl)Cl)O,Inactive,0,http://www.jhicc.org/,,0
2043,7975755,2925136,CCOC(=O)N1CCN(CC1)C(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2044,24828499,16196067,CN1CCCN(CC1)C(=O)C2=CC(=NC3=CC=CC=C32)C4=C(C(=C(C=C4)Cl)Cl)Cl.Cl,Inactive,0,http://www.jhicc.org/,,0
2045,24789986,16189469,CCN1C=C(C(=O)C2=C1C=CC(=C2)S(=O)(=O)N3CCC4=CC=CC=C4C3)C(=O)NCCCN5CCN(CC5)C,Inactive,0,http://www.jhicc.org/,,0
2046,17511673,757480,COC1=CC=C(C=C1)N2C(=O)CNC2=S,Inactive,0,http://www.jhicc.org/,,0
2047,24825821,6905997,C1=CC=NC(=C1)C2=NNC(=S)N2/N=C/C3=CC(=CC=C3)Cl,Inactive,0,http://www.jhicc.org/,,0
2048,22405211,2579184,C1=CC=C(C=C1)CNC(=O)CSC2=CC=CC(=C2)C(F)(F)F,Inactive,0,http://www.jhicc.org/,,0
2049,24820045,2767776,C1=CC2=C(C=CN2)C(=C1)OCCOCCOC3=CC=C(C=C3)F,Inactive,0,http://www.jhicc.org/,,0
2050,49672934,4962901,C1=CC=C2C(=C1)N=C(C(=N2)Cl)NS(=O)(=O)C3=CC=CC(=C3)C(F)(F)F,Inactive,0,http://www.jhicc.org/,,0
2051,24786947,4731,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,Inactive,0,http://www.jhicc.org/,,0
2052,24817245,2769296,CN(C1=NC(=NC2=CC=CC=C21)C(F)(F)F)NS(=O)(=O)C3=CC=C(C=C3)Br,Inactive,0,http://www.jhicc.org/,,0
2053,14734746,2949625,CC1CCN(CC1)C(=O)CN(C2=CC=C(C=C2)OC3=CC=CC=C3)S(=O)(=O)C,Inactive,0,http://www.jhicc.org/,,0
2054,22412481,826266,CC1=NC2=CC=CC=C2C(=N1)OC3=CC=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2055,47204122,2937553,CCOC1=CC=CC(=C1)C2CC(=O)NC3=CC(=C(C=C23)OC)OC,Inactive,0,http://www.jhicc.org/,,0
2056,24793111,2914707,CCCCC1=NC(=C(C2=C1CCCC2)C#N)NCCO,Inactive,0,http://www.jhicc.org/,,0
2057,4243250,3237996,C1=CC=C(C=C1)N2C(=C(C=N2)CSCC(=O)NCC3=CC=CS3)N4C=CC=C4,Inactive,0,http://www.jhicc.org/,,0
2058,24795757,2936259,CC(C)C(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2Br,Inactive,0,http://www.jhicc.org/,,0
2059,26662505,611235,CC(=O)NC1=NC2=C(S1)C(=O)NCC(C2)(C)C,Inactive,0,http://www.jhicc.org/,,0
2060,14746695,2405577,CCC1=CC=C(C=C1)N2C(=NN=C2SCC3=C(ON=C3C)C)C4=CC=NC=C4,Inactive,0,http://www.jhicc.org/,,0
2061,26663733,3523319,CCN1C(=O)C2=C(N=C3CC(OCC3=C2)(C)C)N=C1SCC(=O)NC4=CC=C(C=C4)OC,Inactive,0,http://www.jhicc.org/,,0
2062,24803578,1894899,CC1=C(C2=C(O1)C=C(C(=C2[N+](=O)[O-])O)[N+](=O)[O-])C(=O)C3=CC=C(C=C3)Br,Inactive,0,http://www.jhicc.org/,,0
2063,17511504,623176,C1CCC(=NCC1)NC2=NC(=CS2)C3=CC=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2064,26730093,2800172,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN=C(C=C2)OC3=CN=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2065,24832536,4857156,C1CC(OC1)CNC(=O)CSC2=NN(C(=S)S2)C3=CC=C(C=C3)F,Inactive,0,http://www.jhicc.org/,,0
2066,49735290,24793657,C1COCCN1C2=NC3=C(S2)C=C(C=C3)C(=O)NC4=C(C=C(C=C4)F)F,Inactive,0,http://www.jhicc.org/,,0
2067,49824678,1933111,CCCOC1=CC=C(C=C1)C(=O)NNC(=S)NC(=O)C2=CC=CS2,Inactive,0,http://www.jhicc.org/,,0
2068,24799209,16190880,CC(C)CN1CCNC(=O)C1CC(=O)NCCC2=CC=C(C=C2)C(F)(F)F,Inactive,0,http://www.jhicc.org/,,0
2069,49722967,20901624,CC1CC2=C(N1C(=O)C3CC3)C=CC(=C2)S(=O)(=O)NCC4=CC=C(C=C4)OC,Inactive,0,http://www.jhicc.org/,,0
2070,14731367,840783,C1CCCC(CCC1)NC(=O)NC2CCCCC2,Inactive,0,http://www.jhicc.org/,,0
2071,17401314,988923,CCN1C(=NN(C1=S)CC(=O)NC2=CC=C(C=C2)OCC)C3=CC=CC=C3Cl,Inactive,0,http://www.jhicc.org/,,0
2072,47201167,135547290,COC1=CC=CC=C1N=C2NC(=O)/C(=C/C3=CC(=C(C=C3)O)OC)/S2,Inactive,0,http://www.jhicc.org/,,0
2073,14732982,135476842,CC(C)SC1=NC2=C(C(C3=C(N2)CC(CC3=O)(C)C)C4=CC=CS4)C(=O)N1,Inactive,0,http://www.jhicc.org/,,0
2074,49720254,20946921,CC1=CC(=CC(=C1)NC(=O)CCC2=C(N(N=C2C)C3=NN=C(C=C3)N4CCCCC4)C)C,Inactive,0,http://www.jhicc.org/,,0
2075,863568,664819,COC1=CC=C(C=C1)C2=NC(=C(C=C2)C3=NOC(=N3)C4=CC=CC=C4OC)OC,Inactive,0,http://www.jhicc.org/,,0
2076,24808004,3230525,CC(=O)OC(C1=CC(=C(C=C1)Cl)Cl)C(=O)NC2CCCCC2,Inactive,0,http://www.jhicc.org/,,0
2077,24828962,2091399,CC1=CC(=CC=C1)C(=O)N[C@@H](C(C)C)C(=O)NC2=NC=C(S2)C,Inactive,0,http://www.jhicc.org/,,0
2078,24828441,2102393,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC(=NC4=CC=CC=C43)C5=CC=CS5,Inactive,0,http://www.jhicc.org/,,0
2079,24828415,2534561,CC1=NN=C(N1C)SCC2=NN=C(O2)C3=CC=CS3,Inactive,0,http://www.jhicc.org/,,0
2080,4245077,3239592,CCCCN1C(=O)C2=C(C=CS2)N=C1SCC(=O)N3CCN(CC3)C4=CC=CC=C4,Inactive,0,http://www.jhicc.org/,,0
2081,24835721,16196753,C1COCCN1CCNS(=O)(=O)C2=CC=CS2.Cl,Inactive,0,http://www.jhicc.org/,,0
2082,24794583,2959722,C1=CC=C(C=C1)CCNC2=C(C=C(C=C2)C(=O)N)[N+](=O)[O-],Inactive,0,http://www.jhicc.org/,,0
2083,3717860,3000170,C1CCOC(C1)CSC2=NN=C(N2C3=CC=CC=C3)C4=CC=CS4,Inactive,0,http://www.jhicc.org/,,0
2084,26665425,3312555,CC1=C(C(=CC=C1)C)N2C(=NN=N2)C(C)(C)N3CCN(CC3)N=O,Inactive,0,http://www.jhicc.org/,,0
2085,24788866,4917674,C1CCC(C1)OC2=CC=C(C=C2)C(CC(=O)O)NC(=O)C3C4=CC=CC=C4OC5=CC=CC=C35,Inactive,0,http://www.jhicc.org/,,0
2086,7975250,5310767,CCCCC(CC)C(=O)N1CCN(CC1)C/C=C/C2=CC=CC=C2,Inactive,0,http://www.jhicc.org/,,0
2087,26668875,2929441,CCOC(=O)C1CCN(CC1)C(=O)CN(C2=CC(=C(C=C2)Cl)C(F)(F)F)S(=O)(=O)C,Inactive,0,http://www.jhicc.org/,,0
2088,17509371,4096155,CC1=CC=C(C=C1)NC2=NN=C(S2)C3C4CC(N(C3=O)C)(OC5=C4C=C(C=C5)Br)C,Inactive,0,http://www.jhicc.org/,,0
2089,17515273,3485855,CN(C)S(=O)(=O)C1=CC=C(C=C1)NC(=O)C2CC3CC2C=C3,Inactive,0,http://www.jhicc.org/,,0
2090,14726327,2859976,CCOC(=O)CC1=C(C(C(=C(O1)N)C#N)C2=CC=CS2)C(=O)OCC,Inactive,0,http://www.jhicc.org/,,0
2091,14730605,3700352,CC(=O)NC1=CC(=C(C=C1)OC2=NC=CC=N2)Cl,Inactive,0,http://www.jhicc.org/,,0
2092,22411641,848605,CC(C)(C)N(C(=O)C1=CC=CC=C1)NC(=O)NC2=CC=CC=C2,Inactive,0,http://www.jhicc.org/,,0
2093,49670709,22517965,CCC(=O)NC1=NN=C(S1)S(=O)(=O)N(CC(C)C)C2=CC=CC=C2,Inactive,0,http://www.jhicc.org/,,0
2094,4264531,306655,CN(C1CCCCC1)C(=O)C2=CC=CC=C2Cl,Inactive,0,http://www.jhicc.org/,,0
2095,22416208,707951,COC1=CC=C(C=C1)C(=O)NC2=NN3C(=CC=NC3=N2)C4=CC=CC=C4,Inactive,0,http://www.jhicc.org/,,0
2096,17508698,5771118,CC1C(=O)N(C1(/C=C/C2=CC=CC=C2)C(=O)NC3CCCC3)C4=CC=C(C=C4)S(=O)(=O)N(C)C,Inactive,0,http://www.jhicc.org/,,0
2097,14721780,3224208,CC1=CC(=NC(=N1)N2CCCC(C2)C(=O)NC3=CC=CC=C3OC)C,Inactive,0,http://www.jhicc.org/,,0
2098,4256796,893527,CCOC(=O)COC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=CO2,Inactive,0,http://www.jhicc.org/,,0
2099,26730532,5743115,C/C(=N\NC(=S)N)/C1=CN=CC=C1,Inactive,0,http://www.jhicc.org/,,0
2100,14738875,9551567,CC1=C(C=CC(=C1)C2=NC3=C(S2)N=CC=C3)NS(=O)(=O)C4=CC5=C(C=C4)OCCO5,Inactive,0,http://www.jhicc.org/,,0
2101,49677816,7202929,C1CC1C(=O)NC2=NC3=C(S2)C=CC=C3Br,Inactive,0,http://www.jhicc.org/,,0
2102,24797609,1767887,CCCCN1C(=NNC1=S)C2=CSC(=C2)CCC,Inactive,0,http://www.jhicc.org/,,0
2103,49675176,9462353,CCN(CC(=O)NCC1=CC=C(C=C1)F)C(=O)C2=CC=C(C=C2)C(=O)C3=CC=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2104,24788568,6469773,COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)NC3CCCCC3,Inactive,0,http://www.jhicc.org/,,0
2105,24797072,3201357,COCCNC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)OC,Inactive,0,http://www.jhicc.org/,,0
2106,17415568,2177741,COC(=O)CN1C(=O)/C(=C\C2=CC=C(O2)N3CCCCC3)/SC1=O,Inactive,0,http://www.jhicc.org/,,0
2107,24822237,5524810,C1=CC=C(C(=C1)C(=O)N/N=C\C2=CC=CS2)N3C=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2108,24820633,3581960,CC1=NN(C(=O)N1C2=CC(=CC=C2)Cl)CC3CC3,Inactive,0,http://www.jhicc.org/,,0
2109,22404660,4176623,CC1CC2=C(O1)C=CC3=C2OC(=O)C(=C3C)C,Inactive,0,http://www.jhicc.org/,,0
2110,4242064,3236966,CC1=CC(=NC(=C1C#N)SCS(=O)CC2=CC=CC=C2)C,Inactive,0,http://www.jhicc.org/,,0
2111,24789977,877814,COC1=CC=CC=C1NC(=O)C2=CC=C(O2)C(=O)C3=CC=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2112,24833944,1590925,CCN(CC)C(=S)SCC(=O)NC1=CC=C(C=C1)S(=O)(=O)N,Inactive,0,http://www.jhicc.org/,,0
2113,24837225,2455528,CN(CC1=CC=CC=C1)C(=O)COC(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CS3)O,Inactive,0,http://www.jhicc.org/,,0
2114,24806033,3224467,COC1=CC=CC=C1C2=NN(C(=O)C=C2)CC(=O)NC3CCC4=CC=CC=C34,Inactive,0,http://www.jhicc.org/,,0
2115,26660253,5709672,CC(C)OP(=O)(/C(=N\NC1=CC=C(C=C1)[N+](=O)[O-])/C=O)OC(C)C,Inactive,0,http://www.jhicc.org/,,0
2116,26671049,135603284,C1=CC=C2C(=C1)C(=C(S2)/C=N/C3=CC=CC=N3)O,Inactive,0,http://www.jhicc.org/,,0
2117,14725480,731793,C1COCCN1CCC(=O)C2=CC3=C(C=C2)OCCO3,Inactive,0,http://www.jhicc.org/,,0
2118,7969797,5310058,C1=CSC(=C1)C(=O)NCC2=CN3C=CSC3=N2,Inactive,0,http://www.jhicc.org/,,0
2119,24808187,811160,CC(C)(C)C1=CC=C(C=C1)C2=NN=C(S2)N,Inactive,0,http://www.jhicc.org/,,0
2120,24837751,3457198,C1CCC(=NCC1)NS(=O)(=O)C2=CC=CC(=C2)NC(=O)CSC3=NN=C(N3N)CC4=CC=CC=C4F,Inactive,0,http://www.jhicc.org/,,0
2121,24810588,16193158,C1=CC(=CC(=C1)Cl)NC(=S)NC2=CC=C(C=C2)CC3=CC=NC=C3,Inactive,0,http://www.jhicc.org/,,0
2122,17512407,6883359,CCOC1=C(C=CC(=C1)/C=N/NC(=O)OCC)OCCSC2=CC=C(C=C2)Cl,Inactive,0,http://www.jhicc.org/,,0
2123,49717628,5115243,CC(C)(CC1=NS(=O)(=O)C2=CC=CC=C2N1)CC(=O)N3CCN(CC3)C4=CC(=CC=C4)OC,Inactive,0,http://www.jhicc.org/,,0
2124,49677185,3269483,CC(CCC1=CC=CC=C1)NC(=O)COC(=O)C2=C(C=C(C=C2)OC)OC,Inactive,0,http://www.jhicc.org/,,0
2125,49648503,16406319,CC1C2=CC(=C(C=C2CCN1C(=O)CC3=C(C=C(C=C3)OC)OC)OC)OC,Inactive,0,http://www.jhicc.org/,,0
2126,26664261,224612,CCN1CCC(CC1)NC2=C3C=CC(=CC3=NC=C2)Cl,Inactive,0,http://www.jhicc.org/,,0
2127,14733000,9550343,CCN1C2=CC=CC=C2C(=CC1=O)SCC(=O)NCC3=CC=C(O3)C,Inactive,0,http://www.jhicc.org/,,0
2128,24811609,16003078,CC(C)CCSC1=CC(=C(C2=NON=C12)[N+](=O)[O-])NCCO,Inactive,0,http://www.jhicc.org/,,0
2129,4262444,897854,CC1=CC=CC=C1C(=O)N2CCCN(CC2)C(=O)C3=CC=CC=C3C,Inactive,0,http://www.jhicc.org/,,0
2130,24800022,16191692,CN(CC1=CC(=CC=C1)OC)C(=O)C2=NOC(=C2)COC3=CC4=C(C=C3)N=CC=C4,Inactive,0,http://www.jhicc.org/,,0
2131,4250486,3244289,CCOC(=O)CSC1=C(C(C(=C(N1)C)C(=O)C)C2=CC=CC=C2)C#N,Inactive,0,http://www.jhicc.org/,,0
2132,26663426,29499,CC1CCCCN1CC2=CNC3=CC=CC=C32,Inactive,0,http://www.jhicc.org/,,0
2133,3716856,2999779,C1CC(OC1)CN2C(=NN=C2SCC3=NC=C(O3)C4=CC=CC=C4)C5=CC=C(C=C5)F,Inactive,0,http://www.jhicc.org/,,0
2134,22413613,1238007,CC1=NC2=CC=CC=C2N1CSC3=CC=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2135,17513228,3706839,CC1=CC=C(C=C1)C(=O)NNC2CC(=O)N(C2=O)C3=CC(=CC(=C3)C(=O)OC)C(=O)OC,Inactive,0,http://www.jhicc.org/,,0
2136,4242259,3237137,CC(C)(C)N1C2=C(C=N1)C(=O)N(C=N2)CC(=O)OCC3=CC=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2137,7971994,842497,COC1=C(C=CC(=C1)SC)C(=O)NC2CCCCC2,Inactive,0,http://www.jhicc.org/,,0
2138,842385,644653,CC1=C2C(=CC=C1)C3=CC(=NN3C(N2)C4=CC5=C(C=C4)OCO5)C,Inactive,0,http://www.jhicc.org/,,0
2139,24816893,7161892,CN1C=C(C(=O)N(C1=O)C)S(=O)(=O)N2CCN(CC2)C3=CC=C(C=C3)OC,Inactive,0,http://www.jhicc.org/,,0
2140,4260893,2931318,COC1=CC=C(C=C1)N2CCN(CC2)C3=NC(=NC(=N3)NCCO)N4CCOCC4,Inactive,0,http://www.jhicc.org/,,0
2141,14727865,9628928,CC(C)OC1=CC=C(C=C1)/C=N/NC(=O)C(CSCC2=CC=CC=C2)NC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,0,http://www.jhicc.org/,,0
2142,17510255,12005140,COCCN1CC2=C(C1=O)C(=CC=C2)C(=O)NC3=CC=C(C=C3)C4=NC5=CC=CC=C5N4,Inactive,0,http://www.jhicc.org/,,0
2143,17504354,3964482,C1CCC(=NNC(=O)CN2C3C(NC(=O)N3)NC2=O)C1,Inactive,0,http://www.jhicc.org/,,0
2144,24836666,4881892,C1CC1C2=NN=C(N2CC3=CC=CC=C3)SCC(=O)NC4=CC(=CC=C4)S(=O)(=O)N,Inactive,0,http://www.jhicc.org/,,0
2145,14720958,3148600,C1CN(CC1C2=CC=CC=C2)C(=O)CCCCCCN3C(=O)C4=CC=CC=C4C3=O,Inactive,0,http://www.jhicc.org/,,0
2146,17432418,2828886,CC1=C[N+](=CC=C1)CC(=O)C2=CC=C(C=C2)C3=CC=CC=C3.[Br-],Inactive,0,http://www.jhicc.org/,,0
2147,17387110,826729,CN(C)C(=O)C1=CC=CC=C1SC2=C(C=C(C=C2)Cl)Cl,Inactive,0,http://www.jhicc.org/,,0
2148,17414974,1589785,CC1=CC=C(C=C1)OCCSCC2=NC3=CC=CC=C3N2,Inactive,0,http://www.jhicc.org/,,0
2149,26728484,2810354,CC1=NC(=CS1)C2=CC=C(S2)S(=O)(=O)N3CCCN(CC3)CCC4=CC=CC=C4,Inactive,0,http://www.jhicc.org/,,0
2150,4241831,3236754,C1C(=O)N(C(S1)C2=CC=C(C=C2)C(=O)N)CC3=CC=CC=C3,Inactive,0,http://www.jhicc.org/,,0
2151,853354,656010,CC1=CC(=NC(=N1)N2CCC(CC2)C(=O)NCC3=CC=CS3)C,Inactive,0,http://www.jhicc.org/,,0
2152,22410096,4249297,CC1CN(CC(O1)C)S(=O)(=O)C2=CC=C(C=C2)C(=O)NN3CCN(CC3)C,Inactive,0,http://www.jhicc.org/,,0
2153,47204190,17123329,CSC1=CC=C(C=C1)CNCCCSC2=NC=CC=N2.Cl,Inactive,0,http://www.jhicc.org/,,0
2154,26731304,2803140,CC1CCCN(C1)C(=S)NC2=CC=C(C=C2)S(=O)(=O)N3CCCCC3,Inactive,0,http://www.jhicc.org/,,0
2155,14733010,9550351,CCC1=NN2C(=N)/C(=C\C3=CC=C(O3)SCC4=CC=CO4)/C(=O)N=C2S1,Inactive,0,http://www.jhicc.org/,,0
2156,17410271,1472462,CC1=CC=C(C=C1)S(=O)(=O)NNC(=O)C2=C(C3=C(S2)N=C(C=C3C)C)N4C=CC=C4,Inactive,0,http://www.jhicc.org/,,0
2157,24830797,2397909,COC1=CC=CC=C1C(=O)OCC(=O)NC2=CC=CC=C2OC(F)F,Inactive,0,http://www.jhicc.org/,,0
2158,24817827,16195068,C1CN(CCN1CC2=CC=C(C=C2)[N+](=O)[O-])C(=O)COC3=CC=C(C=C3)Cl.C(=O)(C(=O)O)O,Inactive,0,http://www.jhicc.org/,,0
2159,17505305,3334021,C1OC2=C(O1)C=C(C=C2)N=CC3=C(C(=CC(=C3)Br)Br)O,Inactive,0,http://www.jhicc.org/,,0
2160,24815950,4664162,CCC1=CC(=C(C=C1OC)O)C2=NC(=NC=C2C3=CSC(=N3)C)N,Inactive,0,http://www.jhicc.org/,,0
