PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Percentage
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percentage of the test compound readout over the 3SD of negative controls at a concentration of 10 uM
RESULT_UNIT,,,,,,,,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10
392,24806577,719137,CCN1C(=O)C2=C(C3=CC=CC=C3CC2(C)C)NC1=S,Active,12,,,27.8
393,14734027,5547949,CC\1=C(C(=O)C=C/C1=N/OS(=O)(=O)C2=CC=CC=C2)C,Active,12,,,27.8
394,47199611,6471080,CC1=CC(=CC=C1)CC(=O)NCC2CCCCC2,Active,12,,,27.8
395,14730411,1387044,CC1(CC2=C(CO1)C(=NC3=C2C(=NS3)NC(=O)C4=CC=CC=C4)N5CCOCC5)C,Active,12,,,27.7
396,7971663,2160264,CC1=CC=C(C=C1)N2C(=C3CS(=O)CC3=N2)NC(=O)CCC4CCCCC4,Active,12,,,27.6
397,49736210,3108630,COC1=CC=CC=C1NC(=O)C(=O)NNC(=O)COC2=CC3=CC=CC=C3C=C2,Active,12,,,27.5
398,47194722,2933240,CC1=C(C=C(C=C1)C(C)NC(=O)C2=CC=C(S2)C)C,Active,12,,,27.4
399,26665567,5600169,CC(C)OP(=O)(/C(=N\OC(=O)C1=CC=C(C=C1)OC)/C(=O)N)OC(C)C,Active,12,,,27.2
400,49827360,24819619,C1=CC=C(C=C1)CCCCNC(=O)NC2=CC(=CC=C2)F,Active,12,,,27.2
401,7974638,805122,CC1CCC(CC1)N2C(=O)C3=CC=CC=C3NC2=S,Active,12,,,27
402,14732892,9550328,CC1=CC=C(C=C1)C(=O)CC(=O)C2=C(C=CC(=C2)Cl)O,Active,12,,,27
403,49725803,3108602,CCC1=CC=C(C=C1)NC(=O)C(=O)NNC(=O)C2=CC=CS2,Active,12,,,26.8
404,4246228,3240606,CCOC(=O)C1=C2NC(=O)C3=C(N2C(=S)S1)C=C(C=C3)C(=O)OC,Active,11,,,26.7
405,859236,6407234,CC(C)CC1=CC=C(S1)/C(=N/O)/C(=O)O,Active,11,,,26.7
406,49676852,2349018,CCCN1C(=O)C2=C(NC1=S)SC3=C2CCCC3,Active,11,,,26.6
407,24797014,1442467,CC(C)(C)C1=NC2=CC=CC=C2C(=N1)SCC(=O)C3=CC=CC=C3,Active,11,,,26.5
408,24830929,5773450,C/C(=N\NC(=S)SC)/C1=CC=CC=C1,Active,11,,,26.5
409,17386100,135479872,C1CCC2=C(C1)N=C(S2)/N=C/C3=C(C(=CC(=C3)Br)Br)O,Active,11,,,26.5
410,49668498,1324347,C1=CC=C(C=C1)CN2C(=NNC2=S)C3=C(C=CC(=C3)Br)O,Active,11,,,26.5
411,26729895,2726385,CCOC(=O)NC(=S)NC1=CC=C(C=C1)C(C)(C)C,Active,11,,,26.3
412,47204041,556143,CC1=C(SC(=N1)C)C2=CSC(=N2)NC3=CC=CC=N3,Active,11,,,26.2
413,24826248,3476067,CC1CC2=CC=CC=C2N1C(=S)NC(=O)C3(CC3(Cl)Cl)C,Active,11,,,26.2
414,49645215,3093202,CC1=CC=C(C=C1)NC(=O)C2CC2C3=CC=CC=C3,Active,11,,,26.2
415,4248779,3242810,C1COCCN1CC2=CC(=C3C=CC=NC3=C2O)COCC4=CC=CC=C4,Active,11,,,26.1
416,24785963,953520,C1=COC(=C1)C(=O)NC(=S)NC2=NC3=C(S2)C=C(C=C3)F,Active,11,,,26
417,56319328,18282681,CCOC1=CC=C(C=C1)OC2=CC=CC=C2NC(=O)CN3C(=O)C4(CCCC4)NC3=O,Active,11,,,26
418,4261227,2204449,C1COCCN1C2=CC(=C(C=C2)NC(=O)CC3=CC=CC=C3)N4CCOCC4,Active,11,,,25.2
419,26727238,2742253,C1COC2=C1C=C(C=C2)CNC(=O)NC3=CC=CC(=C3)C(F)(F)F,Active,11,,,25.1
420,24796094,1281395,CC1=CC=C(O1)C2=CSC3=C2C(=O)N(C(=N3)SCC(=O)N)CC=C,Active,11,,,25
421,14738503,3684290,CCSC1=NC2=C(C(=O)N1C(C)C)SC3=CC=CC=C32,Active,11,,,24.9
422,49823427,17266820,CCOC1=CC=CC=C1NC(=O)NC(C)C2=CC3=C(C=C2)OCO3,Active,11,,,24.8
423,56324266,7479631,CC1=CC(=C(C=C1)NC(=O)CNC(=O)CC23CC4CC(C2)CC(C4)C3)O,Active,11,,,24.7
424,24794727,135422710,C1=CC=C(C=C1)SCC(=O)N/N=C/C2=CC=CC=C2O,Active,11,,,24.7
425,4250680,3244455,CN(C(C1=CC=C(C=C1)OC)C(=O)NC2=CC=C(C=C2)OC)C(=O)C3=NC=CN=C3,Active,10,,,24.4
426,49676584,2668973,CC1=CC(=C(C=C1Cl)OC)NC(=O)CC2CCCC2,Active,10,,,24.2
427,24836556,9608098,CC(=O)NC1=CC=C(C=C1)/C=N/N2C(=O)C(NC2=O)(C)C3=CC=C(C=C3)OC(F)F,Active,10,,,24.1
428,50086556,3820550,COC1=C(C=C(C=C1)C(=O)CCS(=O)(=O)C2=CC=C(C=C2)F)OC,Active,10,,,24.1
429,49721311,20892179,C1CN(CCN1C2=CC=CC=N2)C(=O)CN3C(=O)C4=C(C=N3)C5=CC=CC=C5N4CC6=CC=CC=C6F,Active,10,,,24.1
430,24837567,2094813,CN(C1=CC=C(C=C1)F)S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)OCC(=O)NCC3=CC=CO3,Active,10,,,24
431,24827920,2561752,COCCCN1C(=O)C2=C(NC1=S)SC3=C2CCCS3,Active,10,,,23.9
432,17386490,6021102,CCC1=CC=C(C=C1)C(C)NC(=O)/C=C/C2=CC=C(C=C2)Br,Active,10,,,23.8
433,47202868,404524,C1=C(C=C(C(=C1C=NC2=CNC(=O)NC2=O)O)Cl)Cl,Active,10,,,23.7
434,49827686,24687859,CCCN1C(=O)C2=C(N=C1SCC(=O)N3CCN(CC3)C(=O)C)SC4=C2CCC4,Active,10,,,23.5
435,14745954,2464330,CC(C)C1=NN=C(N1N)SCC(=O)NCCC2=CCCCC2,Active,10,,,23.5
436,4255655,1093278,C1CN(CCN1CC2=CC(=C3C=CC=NC3=C2O)Cl)C4=CC=CC=N4,Active,10,,,23.5
437,17414746,844859,C1=CC=C(C=C1)CC(=O)NCCC2=CC(=CC=C2)Cl,Active,10,,,23.4
438,7966905,726503,C1CN(CC2=CC=CC=C21)CC3=CC(=C4C=CC=NC4=C3O)Cl,Active,10,,,23.2
439,49825561,1314808,C1=CC=C2C(=C1)C=CC=C2OCC(=O)NC3=C(C=C(C=C3)Cl)C(=O)O,Active,10,,,23.1
440,47193414,16738609,COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C=CC3=CC=CC=C32)O)OC,Active,10,,,23.1
441,49828806,9620215,C1=CC=C(C=C1)NC(=O)O/N=C(/C2=CC(=CC=C2)C(F)(F)F)\N,Active,10,,,23.1
442,26661609,3693244,CC(C)N1C2=CC=CC=C2C(=C1O)N=NC3=CC(=C(C=C3)Cl)C(=O)O,Active,10,,,23
443,17412356,2865076,CC(C)CC1=NN(C(C1)(C(=O)OC)O)C(=O)C2=CC=CC=C2,Active,10,,,23
444,49680458,3368240,COC1=CC=CC=C1NC(=O)CC23CC4CC(C2)CC(C4)(C3)Br,Active,10,,,23
445,51085521,3506671,C1COC(=CO1)C2=NN=C(O2)NC(=O)C3=CC=C(C=C3)Br,Active,10,,,22.9
446,7977312,2794059,CC(C1=CC=CC=C1)NC(=O)NC2=CC=CC=C2,Active,10,,,22.8
447,24813434,860210,COC1=CC=C(C=C1)C2=NC(=S)C3=C(N2)C4=CC=CC=C4C=C3,Active,10,,,22.8
448,26664733,806449,CCOC1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=CO2,Active,10,,,22.8
449,26671523,3519428,C1CN(CCN1CC2=CC=C(C=C2)Cl)C3CC(=O)N(C3=O)CCC4=CC=CC=C4,Active,10,,,22.5
450,24827018,2453572,C1CCC(CC1)C2=NC(=S)NN2C3=CC=CC=C3,Active,10,,,22.3
451,4263371,893585,CCC1=CC(=C(C=C1)OCC(=O)NCC2=CC=CO2)Br,Active,9,,,22.1
452,24786875,693534,C1=CC(=CC(=C1)N=CC2=C(C(=CC(=C2)Cl)Cl)O)C(=O)N,Active,9,,,22
453,856759,658117,C1CS(=O)(=O)CC1N=CC2=C(C=CC(=C2)Br)O,Active,9,,,21.9
454,49822518,16445308,CCCCC1CCC(CC1)C(=O)NCC(C2=CC=CO2)N3CCOCC3,Active,9,,,21.8
455,47196146,4289953,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=C(S3)Br)O,Active,9,,,21.7
456,49675867,9157065,CC1=C(C=CC(=C1)NC(=O)CC2=CC=C(C=C2)OC)N3CCCC3,Active,9,,,21.7
457,17414842,1310764,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C(=S)NC(=O)C3=CC=CC=C3F,Active,9,,,21.5
458,26660385,1420281,C1CCN(CC1)C2=NC3=CC=CC=C3C=C2/C=C\4/C(=O)NC(=S)S4,Active,9,,,21.4
459,49823402,20179591,CCC(C1=CC=C(C=C1)C(C)C)NC(=S)NCC2=CC=C(C=C2)F,Active,9,,,21.4
460,49673729,5156007,C1CC2=C(C1)C=C(C=C2)NC(=O)CC3=CC(=CC=C3)F,Active,9,,,21.3
461,14745506,5176262,C1=CC=C(C=C1)C2=C(C(NC(=O)N2)C3=CC=C(C=C3)F)C4=NC5=CC=CC=C5S4,Active,9,,,21.2
462,17415462,2218273,CC1=CC=CC=C1C(=O)NNC(=O)C(=O)NC2=C(C(=CC=C2)Cl)C,Active,9,,,21.1
463,49819290,9567405,C1CCC(CC1)CC(=O)O/N=C(/C2=CC(=CC=C2)Br)\N,Active,9,,,21.1
464,4258181,973503,C1CCN(C1)C2=CC=CC(=C2)NC(=O)CC3=CC=CC=C3,Active,9,,,21.1
465,47201586,762535,C1=CC(=CN=C1)NC(=O)C2=CC(=C(C=C2)Cl)Cl,Active,9,,,21
466,7968539,265711,CC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O,Active,9,,,21
467,49818918,2213253,COC1=CC(=C(C=C1)NC(=O)C(=O)NNC(=O)COC2=CC=C(C=C2)Cl)OC,Active,9,,,20.9
468,865169,666419,CC1=C(C=C(C=C1)NC2=NC(=NC(=N2)N)CN3CCN(CC3)C4=CC=C(C=C4)OC)Cl,Active,9,,,20.7
469,14744921,4292626,CCS(=O)(=O)C1=CC2=C(C=C1)OC(=N2)SCC(=O)NC(C)C3CC4CCC3C4,Active,9,,,20.7
470,14730674,3564202,C1=CC(=CC=C1C(C#N)C2=NC3=C(C=C2)C(=CC(=N3)C(F)(F)F)C(F)(F)F)Cl,Active,9,,,20.7
471,26667081,5096895,COC1=CC=CC(=C1)C(=O)NNC2=C(CCC2)C(=O)C(F)(F)F,Active,9,,,20.6
472,17401660,738863,C1=CC=C2C(=C1)C(=O)N=C(S2)NC(=O)C3=CC=C(C=C3)Cl,Active,9,,,20.6
473,22402406,7109978,C1=CC(=C2C(=C1)SC(=N2)NC3=NC4=C(C=C(C=C4S3)F)F)F,Active,9,,,20.5
474,14730372,1915472,CCC1=NC(=C(C2=C1COC(C2)(C)C)C#N)OCC(=O)C3=CC=CC=C3,Active,9,,,20.5
475,24797015,1442469,CC(C)(C)C1=NC2=CC=CC=C2C(=N1)SCC(=O)C3=CC=C(C=C3)OC,Active,9,,,20.5
476,24793023,2954880,CCOC1=CC=C(C=C1)C(C)NC(=S)NC2CCCCC2,Active,9,,,20.3
477,17387581,1791961,COC1=C(C=C(C=C1)C(=O)NC(=S)N(CC=C)CC=C)Br,Active,9,,,20.1
478,49824082,16379273,CC1=CC(=CC=C1)NC(=O)NCC2=CC3=C(C=C2)OCO3,Active,9,,,20.1
479,49720753,20891930,C1CN(CCN1C2=CC=CC=N2)C(=O)CN3C(=O)C4=C(C=N3)C5=CC=CC=C5N4CC6=CC=CC=C6,Active,8,,,19.9
480,24783715,135458746,C1=CC=C(C=C1)CC(=O)N/N=C/C2=C(C(=CC(=C2)Br)Cl)O,Active,8,,,19.9
481,49727368,3108627,CC1=CC=CC=C1NC(=O)C(=O)NNC(=O)COC2=CC3=CC=CC=C3C=C2,Active,8,,,19.9
482,4259199,1263560,C1CCN(CC1)C2=NC(=NC(=N2)SCC(=O)C3=CC=CC=C3)N4CCCCC4,Active,8,,,19.8
483,24822471,1087466,C1=CC2=C(C=C1N=CC3=C(C(=CC(=C3)Br)Br)O)C=NN2,Active,8,,,19.7
484,14741094,135473059,CCCCCCCCC/C(=N\O)/C1=CC=CC=N1,Active,8,,,19.6
485,49671529,7594,C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,Active,8,,,19.6
486,49721888,3742515,COC1=CC(=CC(=C1)C(=O)NC2=CC=C(C=C2)C(=O)C3=CC=NC=C3)OC,Active,8,,,19.6
487,26665750,1861700,CCCC1=NC2=C(C3=C1CCCC3)C4=C(O2)C(=NC=N4)NCCCN(C)C,Active,8,,,19.6
488,24797609,1767887,CCCCN1C(=NNC1=S)C2=CSC(=C2)CCC,Active,8,,,19.6
489,49823954,17284516,CCCC1=CC=C(C=C1)C(C)NC(=S)NCC2=CC=C(C=C2)F,Active,8,,,19.6
490,49819484,1342578,C1=CC=C2C=C(C=CC2=C1)OCC(=O)NC3=C(C=C(C=C3)Br)C(=O)O,Active,8,,,19.6
491,49730542,20912811,CCCN1C2=CC=CC=C2C3=C1C(=O)N(N=C3)CC(=O)N4CCN(CC4)C5CCCCC5,Active,8,,,19.6
492,24829095,2117680,CCCCNC(=O)NC1=C(C=C(C=C1C)SC#N)C,Active,8,,,19.5
493,7974737,873475,C1=CC(=CC=C1NC(=O)CSC(=O)N)Cl,Active,8,,,19.5
494,51085791,7475824,CC(C)CC1=NC2=C(C(=N1)SCC(=O)N3CCCC3)C(=O)N(C(=O)N2C)C,Active,8,,,19.4
495,47202189,5733178,CC\1=NN(C(=O)/C1=C/C2=CC=C(O2)C3=CC=CC=C3C(=O)O)C4=CC=C(C=C4)Br,Active,8,,,19.4
496,24795998,1181212,CC(=O)OC1=C(OC2=CC=CC=C2C1=O)C3=CC=C(C=C3)OC,Active,8,,,19.3
497,56317896,7853822,CC1=CC(=CC(=C1)OCC(=O)OCC(=O)N(C)CC(=O)NC2=CC=C(C=C2)F)C,Active,8,,,19.3
498,56319758,24980930,CC(C)(C)C1=CC=C(C=C1)OCCC(=O)NCC(C2=CC=CS2)N3CCOCC3,Active,8,,,19.1
499,4241084,3236103,CC1CCCCC1N2C(=O)C3=CC=CC=C3NC2=S,Active,8,,,19.1
500,4244910,3239447,C1=CC(=CC=C1C2=CC(=NC(=N2)N3C=NC=N3)C(F)(F)F)F,Active,8,,,19.1
501,51087703,7533312,C1=COC(=C1)C(=O)NC2=NN=C(O2)C3=CC=C(C=C3)Br,Active,8,,,18.8
502,47196693,2933451,C1C(C1C(=O)NC2=C(C=C(C=C2)Cl)F)C3=CC=CC=C3,Active,8,,,18.7
503,14745192,3393337,CCCCC(=O)NC1=CC=CC=C1OC2=CC=CC=C2,Active,8,,,18.6
504,49725689,776866,C1=CC=C(C(=C1)NC(=S)NC(=O)C2=CC=CO2)Br,Active,8,,,18.6
505,24807405,2842437,C1=CC(=CC=C1NC2=NC=C(C=C2)[N+](=O)[O-])Cl,Active,8,,,18.5
506,24797764,2206575,C1CN(CCN1C2=NC(=CS2)C3=CC=CC=C3)C(=S)NC(=O)C4=CC(=CN=C4)Br,Active,8,,,18.1
507,47199050,6468372,CCC1=CC=C(C=C1)C(C)NC(=O)C2CCCC2,Active,8,,,18.1
508,24779540,7087299,CC1=C(C2=CC=CC=C2N1C)C(=O)C(=O)NCC3=CC=CS3,Active,8,,,18.1
509,56322955,3540012,CSCCC(C(=O)OCC(=O)N1CCCC1=O)NC(=O)C2=CC=C(C=C2)Cl,Active,8,,,17.9
510,24819852,9655462,CON/C=N/C(=S)NC1=C(C=C(C=N1)C(F)(F)F)Cl,Active,8,,,17.9
511,47199211,835337,COC1=CC=CC(=C1)C(=O)NC2=CC3=CC=CC=C3C=C2,Active,7,,,17.7
512,24784811,135460520,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=O)NC(=N2)SCC(=O)NC3=CC=CC(=C3)C,Active,7,,,17.7
513,56319088,16285167,CN(CC(=O)NC1=CC=C(C=C1)F)C(=O)COC(=O)C2CCN(CC2)C3=NC=C(C=C3)C(F)(F)F,Active,7,,,17.6
514,26658497,1034495,CC(C)CC1=CSC(=C1C(=O)O)NC(=O)C2=CC=C(C=C2)Br,Active,7,,,17.6
515,17407868,3138592,CCN1C(=O)C2=C(N=C1SCC=C)SC3=C2CCC4=CC=CC=C43,Active,7,,,17.6
516,17388329,2466635,CC1=CC(=C(O1)C)C(=O)OCC(=O)NC2=CC(=C(C=C2)F)F,Active,7,,,17.6
517,14738725,2923279,CC(C)(C)CC(=O)NC1=CC=CC2=C1CCCC2,Active,7,,,17.5
518,49827368,18190094,COC1=CC=CC(=C1)CC(=O)NC2=CC=CC=C2N3CCCC3,Active,7,,,17.4
519,7977237,868611,CCC1=CC(=C(C=C1)O)N=CC2=CC=CC(=C2O)C,Active,7,,,17.4
520,24786821,4128885,COC1=CC=C(C=C1)CC(=O)NC2=CC=CC=C2OC3=CC=CC=C3,Active,7,,,17.2
521,49670608,3984426,C1=CC(=CN=C1)N=CC2=C(C(=CC(=C2)Br)Br)O,Active,7,,,17.2
522,56316876,2653296,CC1CCN(CC1)C(=O)COC(=O)C2=C(C3=CC=CC=C3O2)C,Active,7,,,17.2
523,24816797,3334665,CC1=CC(=CC=C1)CC(=O)NCCN2C(=CC3=CC=CC=C32)C,Active,7,,,17.2
524,49646756,1957047,CC1=CC=C(C=C1)S(=O)(=O)NN2C(=O)/C(=C/C3=CC=C(C=C3)OCC=C)/SC2=S,Active,7,,,17.1
525,47199052,6467211,CC(C)C1=CC=C(C=C1)C(C)NC(=O)C2CCCC2,Active,7,,,17.1
526,26670586,1045636,C1COCCN1C2=NC(=NC(=N2)N)CSC3=C(C(=CC(=N3)C4=CC=CC=C4)C(F)(F)F)C#N,Active,7,,,17.1
527,859486,135449602,CC1=NN=C(N1/N=C/C2=C(C(=CC(=C2)Br)Br)O)C,Active,7,,,17.1
528,855701,5265,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,Active,7,,,16.9
529,17410035,1483614,C1CC2=CN=C(N=C2C3=CC=CC=C31)NC(=O)C4=CC=CC=C4,Active,7,,,16.8
530,24791094,1246747,C1OC2=C(O1)C=C(C=C2)CNC(=O)C3=CC=C(S3)Cl,Active,7,,,16.7
531,26664714,736267,CCOC(=O)C1=C(SC2=C1CCCC2)NC(=S)NC,Active,7,,,16.6
532,49816584,1294797,COC1=C(C=CC(=C1)C(=S)N2CCCCC2)OCC(=O)NC3=CC=C(C=C3)F,Active,7,,,16.6
533,47197732,23723802,C1CC(CN(C1)CC2=CC=C(C=C2)Cl)NC(=O)CC3=C(C(=CC=C3)F)F,Active,7,,,16.5
534,47203498,853873,C1=CC(=CC(=C1)F)NC(=O)NC2=CN=CC=C2,Active,7,,,16.5
535,14732656,2908678,CCCCN1C2=CC=CC=C2N=C1NC(=O)C3CCCCC3,Active,7,,,16.4
536,47194591,135817226,CC/C(=N/NC(=O)C1=CC2=C(C=C1)OCO2)/C3=CC=CC=C3O,Active,7,,,16.4
537,26671142,2849450,C1=CC(=CC=C1N=NNC2=CC(=CC(=C2)C(=O)O)[N+](=O)[O-])Br,Active,7,,,16.3
538,49823955,20179657,CC(C1=CC=C(C=C1)C(C)(C)C)NC(=S)NC2CCCCC2,Active,7,,,16.3
539,856275,657650,C1CCC(CC1)N2CCC3=C(C2)C(=NC(=C3C#N)N4CCOCC4)N5CCCCC5,Active,7,,,16.2
540,17406571,5188096,CC1=CC=CC=C1NC(=O)C(C)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,Active,7,,,16.2
541,26727125,2729976,C1=CC(=C(C=C1NC2=NN=C(S2)C(F)(F)F)Cl)F,Active,7,,,16
542,14738732,803549,CC(C)(C)CC(=O)NC1=CC=C(C=C1)NC2=CC=CC=C2,Active,7,,,15.9
543,26731144,2813320,CCC(C)(C)C1CCC2=C(C1)SC(=C2C#N)NC(=O)C3=CC=CC=C3C(=O)O,Active,7,,,15.6
544,17388626,710302,C1=CC(=CC=C1N=CC2=C(C(=CC(=C2)Cl)Cl)O)Br,Active,7,,,15.6
545,26661617,2036025,C1=CC=C(C=C1)C2=C(N3C=CC(=CC3=C2)C(=O)[O-])C(=O)C4=CC=C(C=C4)Cl,Active,6,,,15.5
546,24816361,1098277,C1CCN(CC1)CC(=O)NNC2=NC3=C(C=C(C=C3)Cl)C(=N2)C4=CC=CC=C4,Active,6,,,15.4
547,24797629,135431552,C1=CSC(=C1)C2=C(C(=O)NC(=N2)SCC3=CC=C(C=C3)Cl)C#N,Active,6,,,15.4
548,14736804,4617025,C1CCC2=C(C1)C=CC(=C2)C3=NN=C(O3)NC(=O)C4=C(C=C(C=C4)Cl)Cl,Active,6,,,15.3
549,24830749,3456531,C1=CC=C(C=C1)NC(=O)NC2=NC=C(S2)[N+](=O)[O-],Active,6,,,15.2
550,49816343,918496,C1CCC(C1)CCC(=O)NNC(=O)C2=CC(=CC=C2)Cl,Active,6,,,15.2
551,17407086,4337729,CC1(CC2=C(C(C(=C3N2C4=C(C5=C(S4)CCCCC5)C(=O)N3)C#N)C6=CC=C(C=C6)OC)C(=O)C1)C,Active,6,,,15.2
552,49649585,6894324,CC1=CC=C(C=C1)C2=NN(C=C2/C=N/O)C3=CC=CC=C3,Active,6,,,15.1
553,56317894,24980094,C1COCCN1C2=NC(=CS2)C(=O)NNC(=O)C34CC5CC(C3)CC(C5)C4,Active,6,,,14.9
554,24830843,3474248,CC1CCCCC1NC(=S)NC(=O)C2=CC=CS2,Active,6,,,14.9
555,4244367,3238975,CCCCSCCCNC(=O)NC1=CC(=CC=C1)OC,Active,6,,,14.8
556,14746329,896861,C1CCC(CC1)CCC(=O)NCC2=CC=CS2,Active,6,,,14.8
557,49672982,8160532,CCOC1=C(C=C(C(=C1)CC(=O)NC2CCCCCC2)Br)OCC,Active,6,,,14.8
558,3717010,2570643,CC1=CC2=C(C=C1)C(=CO2)CC(=O)OCC3=NC(=NC(=N3)NC4=CC=CC=C4C)N,Active,6,,,14.7
559,17503795,1159184,C1=CC(=CC(=C1)N=CC2=C(C(=CC(=C2)Br)Br)O)NC(=O)C3=CC=CO3,Active,6,,,14.7
560,56316294,16271762,CC1=CC(=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)COC(=O)C3=C(C=C(C=C3C)C)C)C,Active,6,,,14.7
561,49829366,1965229,COC1=CC=C(C=C1)NC(=O)C(=O)NNC(=O)C2=C(C=C(C=C2)Cl)Cl,Active,6,,,14.6
562,16953557,5690151,C1=CC2=C3C(=C1)/C(=N\NC(=O)C4=CC=C(C=C4)Cl)/C(=O)C3=CC=C2,Active,6,,,14.5
563,4245154,3239656,CCN(CCCN1C(=O)C2=C(NC1=S)N=CC=C2)C3=CC=CC=C3,Active,6,,,14.4
564,17403357,3127341,COC1=CC=CC=C1NC(=O)C(=O)NNC(=O)C2=CC=CO2,Active,6,,,14.3
565,47204716,3098837,CCC1=NN(C(C1)(C2=CC=CC=C2)O)C(=O)C3=CC=CC=C3O,Active,6,,,14.2
566,26670882,1415822,CC1=C(C2=C(O1)C=C(C(=C2[N+](=O)[O-])O)[N+](=O)[O-])C(=O)C3=CC=C(C=C3)Cl,Active,6,,,14.2
567,49731175,16002638,CC(C1=CC=CC=C1)NC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=C(S3)Br,Active,6,,,14.1
568,56321887,8606577,CCOC1=CC=CC=C1C(=O)OCC(=O)NC2=NN=C(O2)C3=CC=CC=C3,Active,6,,,13.9
569,26724131,10829,CC1=CC(=CC(=C1C(=O)OC2=CC(=C(C(=C2)C)C(=O)O)O)O)OC,Active,6,,,13.9
570,14731194,805644,CC1=CC=C(C=C1)NC(=S)NCC2=CC=CS2,Active,6,,,13.9
571,26667383,617439,C1=CC(=CC=C1NC2=NN=C(C=C2)Cl)Cl,Active,6,,,13.9
572,17411182,3724708,C1=CC(=CC(=C1)F)NC(=O)N(CC2=CC=C(C=C2)Cl)CC(C(F)(F)F)O,Active,6,,,13.7
573,24814942,135472800,CC1CC2=C(N1C(=O)C)C=CC(=C2)N=CC3=C(C(=CC(=C3)Br)Br)O,Active,6,,,13.6
574,24819216,3524599,C1C2CC3CC1CC(C2)C3(CC(=O)NCCO)C4=CC=C(C=C4)Cl,Active,6,,,13.6
575,17414497,2936373,CCOC(=O)C1=C(SC2=C1CC(OC2)C(C)C)NC(=S)NCC=C,Active,6,,,13.6
576,47195067,3843095,CC1=C(C(=CC=C1)NC(=O)C2CC3CCC2C3)C,Active,6,,,13.5
577,26665914,703723,C1=CC(=CC=C1C2=CSC3=C2C(=S)NC=N3)Cl,Active,6,,,13.5
578,49718120,2984292,CC1=CC=CC=C1C(=O)NN2CC(CC2=O)C(=O)OCC3=CC(=C(C=C3)Cl)Cl,Active,6,,,13.5
579,51090715,23704906,C1=CC=C(C=C1)C2=CC(=O)N(C(=C2)C3=CC=CC=C3)[O-].[Na+],Active,6,,,13.5
580,14737352,3301206,COC1=CC=CC(=C1)NC(=O)NCCCSC2CCCCC2,Active,6,,,13.4
581,49827581,24819674,CC(C)(C)C1CCC(CC1)C(=O)NCC(C2=CC=CS2)N3CCOCC3,Active,5,,,13.3
582,49817957,24661498,CC1=CC=C(C=C1)OC2=CC=CC=C2NC(=O)CN3C(=O)C4(CCCC4)NC3=O,Active,5,,,13.2
583,24801326,746941,C1=CC=C(C=C1)NC(=O)CC2=CC(=CC=C2)C(F)(F)F,Active,5,,,13.2
584,17510830,208719,CC1=CC=C(C=C1)N=NC2=C3C=CC=NC3=C(C=C2)O,Active,5,,,13
585,49680489,135676292,C1=CC(=NN=C1N/N=C/C2=C(C(=CC(=C2)Br)Br)O)Cl,Active,5,,,12.7
586,14726630,1072948,C1=CC=C(C=C1)NC(=O)NC2=CC3=C(C=C2)SN=N3,Active,5,,,12.7
587,14741504,9618871,CC1=CC(=NC(=N1)SCC(=O)N/N=C/C2=CC=CN2C3=CC=CC(=C3)C(F)(F)F)C,Active,5,,,12.7
588,24826106,2164816,C1=CC(=CC(=C1)Cl)NC(=O)NCC2=CC=C(C=C2)F,Active,5,,,12.7
589,26661627,6884203,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)N/N=C/C4=CC=CC=N4,Active,5,,,12.7
590,851938,654544,C1CC2CC1CC2CC(=O)NCC3=CC=CS3,Active,5,,,12.7
591,26729778,2744571,C1CSC(=N1)C2=CC=C(C=C2)OC3=C(C=CC=N3)C(F)(F)F,Active,5,,,12.6
592,24831321,2530952,C1=CC=C(C(=C1)C2=NN=C(O2)CN3C(=O)C(=C(C=N3)Cl)Cl)Br,Active,5,,,12.5
593,56317496,16522076,C1CN(CCN1C(=O)COC(=O)C2=CC(=CC=C2)OC(F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,Active,5,,,12.5
594,17414568,1288267,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NC2=CC(=CC=C2)OCC(=O)C3=CC=C(C=C3)Br,Active,5,,,12.4
595,7975652,873501,C1=CC(=CC(=C1)Cl)NC(=O)CSC(=O)N,Active,5,,,12.4
