PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Percentage
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percentage of the test compound readout over the 3SD of negative controls at a concentration of 10 uM
RESULT_UNIT,,,,,,,,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10
796,17412114,1474595,C1=CC=C(C=C1)C2=NC=C(C(=N2)SC3=CC=C(C=C3)Cl)C(=O)O,Active,0,,,0.5
797,24797233,16189757,CCCC(C1=NN=NN1CS(=O)(=O)C2=CC=C(C=C2)C)N3CCN(CC3)CC.Cl,Active,0,,,0.3
798,49725754,864216,CC1=C2C(=CC=C1)C=C(C(=N2)SCC(=O)NC3CCCCC3)C,Active,0,,,0.3
799,14740728,1394948,CCN1C2=C(C=C(C=C2)C)C(=C1O)N=NC3=NC(=O)CS3,Active,0,,,0.3
800,14743879,2332755,C1CN(CCC1CC2=CC=CC=C2)CC(=O)NC3=CC4=C(C=C3)OCCO4,Active,0,,,0.3
801,24785301,480272,C1=CC2=C(C=C1F)SNC2=O,Active,0,,,0.2
802,24816132,5842584,CN\1C2=CC=CC=C2S/C1=N/NC(=O)C3CCCCC3,Active,0,,,0
803,49646313,6860838,CC1=CC(=CC=C1)/C=N/N2C(=NNC2=S)COC3=CC=CC=C3,Active,0,,,0
804,49677541,2049450,CCOC1=CC=C(C=C1)N2C=C(C3=C2NC=NC3=S)C4=CC=CC=C4,Active,0,,,0
805,24794402,6465339,CC(C1CC2CCC1C2)NC(=O)NC3=CC(=CC=C3)OC,Inactive,0,,,-0.2
806,14745613,2449811,CC1=CC=C(S1)C(=O)NC2=NC(=CS2)C(C)(C)C,Inactive,0,,,-0.3
807,26667256,3464469,C1CC(=C(C1)NNC(=O)C2=CC=CC=C2N)C(=O)C(F)(F)F,Inactive,0,,,-0.3
808,47203473,6498692,CN1C2=CC=CC=C2C=C1CNC(=O)C3=CC=C(C=C3)F,Inactive,0,,,-0.3
809,56316574,9083867,CC1=C(C=C(C=C1)NC(=O)CNC2=CC(=CC=C2)S(=O)(=O)N3CCCC3)F,Inactive,0,,,-0.3
810,49716137,9609431,CC1=CC(=C(C(=C1)C)S(=O)(=O)/N=C/2\C=C(C(=O)C3=CC=CC=C32)NC4=CC=C(C=C4)C(=O)O)C,Inactive,0,,,-0.5
811,49669336,22430462,CC1=CC(=C(C=C1)C)CN2CCC(CC2)CNC(=O)NC3=C(C(=CC=C3)Cl)C,Inactive,0,,,-0.5
812,26727484,135411658,CC1=C(C=C2C(=C1[N+](=O)[O-])C(CC2(C)C)(C)C)N=NC3=C(CC(CC3=O)(C)C)O,Inactive,0,,,-0.5
813,56321307,24634799,CC1=CC(=C(C=C1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCC(=O)C3=C(SC(=C3)C)C,Inactive,0,,,-0.7
814,49647529,938619,CCN1C2=NC3=C(C=CC=C3C=C2C(=N1)NC(=O)CC(C)C)C,Inactive,0,,,-0.7
815,49819923,24677714,COC1=CC=CC(=C1)CC(=O)NC2=C(C=CC(=C2)C(F)(F)F)N3CCCC3,Inactive,0,,,-0.8
816,26728054,5809371,C1CC1C(=O)/C(=N/NC2=CC(=C(C=C2)Cl)Cl)/C#N,Inactive,0,,,-0.8
817,17387996,5865129,CC1CC(CN(C1)C(=O)/C=C/C2=CC=C(O2)C)C,Inactive,0,,,-1
818,17415165,1318054,COC1=CC=C(C=C1)C(=O)NC(=S)N(CC2=CC=CC=C2)CC3=CC=CC=C3,Inactive,0,,,-1
819,49649370,6626006,CCCCN(C)C(=O)CN1C(=O)C2=C(C=N1)C3=CC=CC=C3N2CCC,Inactive,0,,,-1
820,17402442,2769015,COC1=CC=C(C=C1)C(=O)NC2=NC=C3CCC4=CC=CC=C4C3=N2,Inactive,0,,,-1
821,4241916,3236830,CC1=CC=C(C=C1)S(=O)(=O)N2C(=CC(=N2)OC(=O)C3=C(C(=CC=C3)OC)OC)N,Inactive,0,,,-1
822,49677195,2429415,C1CCCC2(CC1)C(=O)N(C(=O)N2)CC3=CC=CC=C3,Inactive,0,,,-1.1
823,26728498,2806370,COC(=O)C1=CC(=CC=C1)NC(=S)NC2=CC(=C(C=C2)Cl)Cl,Inactive,0,,,-1.2
824,49646760,921983,CCC(CC)(C(=O)N(C1=CC=C(C=C1)C)NC2=CC=C(C=C2)C)O,Inactive,0,,,-1.2
825,49673170,4885085,CC1=CC=C(C=C1)NC(=O)NCC2CC2(Cl)Cl,Inactive,0,,,-1.2
826,47196455,2933369,CC1=C(C=C(C=C1)Cl)NC(=O)C2CC2C3=CC=CC=C3,Inactive,0,,,-1.3
827,49668606,2188299,C1=CC=C(C=C1)C\2=NOC(=O)/C2=C\C3=CC(=C(C=C3)O)O,Inactive,0,,,-1.3
828,14733978,689208,C1COC2=C(O1)C=CC(=C2)N=CC3=C(C(=CC(=C3)Cl)Cl)O,Inactive,0,,,-1.3
829,24779969,2459496,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)OCC(=O)C3=CNC4=CC=CC=C43,Inactive,0,,,-1.3
830,26724394,2423249,CN(C1=CC=CC=C1)S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)OCC(=O)NCC3=CC=CO3,Inactive,0,,,-1.3
831,859281,660579,C1=CC=C2C(=C1)N(C(=O)C(=[N+]2[O-])C3=CC=C(C=C3)Cl)O,Inactive,0,,,-1.5
832,49818960,975641,C1=CC=C(C=C1)SCC2=CC=C(C=C2)NC(=O)C3=CC=CO3,Inactive,0,,,-1.5
833,47195001,3504524,CCC1=CC=C(C=C1)C(C)NC(=O)C2=CC=CS2,Inactive,0,,,-1.5
834,51085250,7158947,CC(C)(C)CC1=NC2=C(C(=N1)SCC(=O)N3CCCC3)C(=O)N(C(=O)N2C)C,Inactive,0,,,-1.5
835,49669330,24761463,CCCCCC(C1=CC=C(C=C1)OC)(C(CN2CCOCC2)C3=CC=CC=C3)O.Cl,Inactive,0,,,-1.5
836,49821007,1014954,CC1CCN(CC1)C(=S)NC(=O)C2=CC(=C(C=C2)OC)Br,Inactive,0,,,-1.6
837,14745419,2322142,C1C2=C(C3=CC=CC=C3S1)N=C(S2)NC(=S)NC(=O)C4=CC=CC=C4,Inactive,0,,,-1.6
838,49721984,2298933,CC1=C(N=C(S1)NC(=S)NC(=O)C2=CC=CS2)C(=O)OC,Inactive,0,,,-1.6
839,50085435,6763,C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O,Inactive,0,,,-1.7
840,51088777,4228398,CC(C)OC1=CC=C(C=C1)C(=O)NC2=NN=C(O2)C3=COCCO3,Inactive,0,,,-1.7
841,14740988,1910825,CCCCN(CCCC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O,Inactive,0,,,-1.8
842,845322,647666,CCC(C)(C)N1C(=NN=N1)C(C2=CC3=C(C=CC(=C3)C)NC2=O)N4CCCC4,Inactive,0,,,-1.8
843,26671509,1889390,COC1=C(C=C(C=C1)C2=CSC(=N2)NC(=S)NC(=O)C3=CC=CS3)Br,Inactive,0,,,-1.9
844,49676154,4684048,COC1=CC=C(C=C1)CCC(=O)NCC2=CC(=CC=C2)C(F)(F)F,Inactive,0,,,-2
845,7972491,1348179,C1=CC(=CC(=C1)OC(F)(F)F)NC(=O)C2=CC=C(O2)Br,Inactive,0,,,-2
846,47194465,1744647,CCCCC1=CC=C(C=C1)NC(=O)C2CCCC2,Inactive,0,,,-2
847,56318085,7352664,CC1=C(C=C(C=C1)SCC(=O)OCC(=O)N(C)CC(=O)NC2=CC=C(C=C2)F)C,Inactive,0,,,-2
848,47201828,2915274,CC(CC(=O)NCC1=CC=C(C=C1)Cl)C2=CC=CC=C2,Inactive,0,,,-2
849,49730067,3117709,COC1=CC=C(C=C1)C(=O)NNC(=O)C(=O)NC2=CC=CC3=CC=CC=C32,Inactive,0,,,-2
850,49680755,4796012,C=CCN1C(=O)C2=C(C=C(C=C2)C(=O)O)N=C1SCC3=C(C=C(C=C3)Br)F,Inactive,0,,,-2
851,46500378,1795,CCN(C1=NC(=C(N=C1Cl)C(=O)N=C(N)N)N)C(C)C,Inactive,0,,,-2.2
852,17514367,4302834,CCNC(=S)NC1=C(C=C2CCCCC2=N1)C(=O)OCC,Inactive,0,,,-2.2
853,14729305,2234251,CSC1=NC=C(C(=N1)C(=O)NC2=NN=C(S2)SC/C=C/C3=CC=CC=C3)Cl,Inactive,0,,,-2.2
854,14740175,1964886,CC1=CC=C(C=C1)SCCNC(=S)NC2=CC(=C(C=C2)C)C,Inactive,0,,,-2.2
855,17412454,867712,CC1=CC=C(C=C1)/C=C/C(=O)C2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,-2.3
856,17415022,2935099,CC1=C(C=C(C=C1)C(=O)C(C2=CC=CC=C2)OC(=O)CN3C(=O)C4=CC=CC=C4C3=O)C,Inactive,0,,,-2.3
857,26730683,2745800,CC1=C(C(=S)N=C(N1)C2=CC=CC=C2)C(=O)C,Inactive,0,,,-2.3
858,47200602,2203155,CC(C)(C)C1=CC(=C(C=C1)OCC(=O)NC2=CC=NC=C2)Br,Inactive,0,,,-2.4
859,47202567,2845040,CC1=NN(C(C1)(C2=CC=CC=C2)O)C(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,-2.4
860,7971996,6948318,C/C(=N\O)/C(=O)C(CN1CCCCC1)CN2CCCCC2,Inactive,0,,,-2.4
861,14722404,3195869,CCC1=CC2=C(C=C1)NC(=O)C(=C2)C(C3=NN=NN3CC4=CC=CO4)N5CCC(CC5)C,Inactive,0,,,-2.5
862,846465,648853,CC1=CC=C(C=C1)C(=O)NC2=NC3=CC=CC=C3C(=O)S2,Inactive,0,,,-2.5
863,49824453,19675254,CC1=CC(=C(C=C1)C(C)NC(=S)NC2CCCCC2)C,Inactive,0,,,-2.5
864,14744915,2679162,CC1=CSC(=N1)NC(=O)C2=CC3=C(S2)CCCC3,Inactive,0,,,-2.5
865,14731562,1306384,CC1=CC(=C(C(=C1)C)S(=O)(=O)N2CCC(CC2)C(=O)NCC3=C(C=C(C=C3)Cl)Cl)C,Inactive,0,,,-2.5
866,3715009,2366984,CC1=CC(=C(O1)C)C(=O)OCC(=O)NC2=CC=C(C=C2)F,Inactive,0,,,-2.7
867,17410500,2765912,C1=CC=C(C=C1)C2=C(SC(=C2NC(=O)C3=CC=C(C=C3)Cl)C#N)SCC#N,Inactive,0,,,-2.7
868,26731439,9583951,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=CS3)/C=N/N4C(=NNC4=S)C5=CC=CS5,Inactive,0,,,-2.7
869,17413322,2237279,CC1=CC=C(C=C1)NC(=O)NCCCC2=CC=CC=C2,Inactive,0,,,-2.7
870,14746552,2345373,CCC1=NC2=C(C3=C(S2)CCCC3)C(=O)N1NC(=O)CCl,Inactive,0,,,-2.8
871,14745068,705876,CC1=C(SC2=C1C(=O)N3C(=N2)C=CC(=N3)NCC4=CC=CO4)C,Inactive,0,,,-2.8
872,47194383,3816821,CC1=C(C(=CC=C1)C)NC(=O)C2CC3CCC2C3,Inactive,0,,,-2.9
873,49824243,2954215,CC1=CC(=CC(=C1Cl)C)OC(C)C(=O)NNC(=O)NC2=C(C=C(C=C2)F)F,Inactive,0,,,-2.9
874,49735064,16012863,CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=NC(=NC=C3Cl)S(=O)(=O)C,Inactive,0,,,-2.9
875,22403282,9586263,CC1=CC=C(O1)/C=N/NC2=NC(=CS2)C(C)(C)C.Cl,Inactive,0,,,-3
876,3712840,2998184,CC1=CC(=C(C(=C1)C)NC(=O)C2CSCCS2)C,Inactive,0,,,-3
877,24834224,135435334,CCN(CC1=NC2=CC=CC=C2C(=O)N1)CC(=O)NC(=O)NCC3=CC=CC=C3,Inactive,0,,,-3
878,26665593,6859360,C1=CC=C(C=C1)/C=C(/C=N/N2C(=NNC2=S)C3=CC=CO3)\Cl,Inactive,0,,,-3.2
879,24827840,3418699,CC(CCC1=CC=CC=C1)NC(=S)NC(=O)C2=CC=CO2,Inactive,0,,,-3.2
880,7978051,724088,C1=CC=C(C=C1)C(=O)CC(=O)C2=C(C=CC(=C2)Cl)O,Inactive,0,,,-3.2
881,24819692,135472362,CC1=CC(=C(C2=C1C=CC(=N2)/C=N/O)O)C,Inactive,0,,,-3.2
882,26728945,2820817,CS(=O)(=O)C1=C2C=CCCC2=C(S1)C(=O)NC(=S)NC3=CC=C(C=C3)OC(F)(F)F,Inactive,0,,,-3.3
883,49733403,3117689,CCC1=CC=C(C=C1)NC(=O)C(=O)NNC(=O)C2=CC=C(C=C2)OC,Inactive,0,,,-3.3
884,26661534,2384301,CC1=CC=C(C=C1)S(=O)(=O)N(C)C2=NC3=CC=CC=C3NC2=S,Inactive,0,,,-3.3
885,14743040,1971650,CC1=CC=C(C=C1)S(=O)(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)NC(=O)C5=CC=CC=C5C)N,Inactive,0,,,-3.4
886,47196500,2933424,CC(C1=CC=C(C=C1)OC)NC(=O)CC23CC4CC(C2)CC(C4)C3,Inactive,0,,,-3.4
887,26663567,6390973,CCCC1=NN2C(=N)/C(=C\C3=C(N(C(=C3)C)CC4=CC=CC=C4)C)/C(=O)N=C2S1,Inactive,0,,,-3.5
888,51090004,24892573,CN(C)CCCN(C1=NC2=C(C=CC(=C2S1)OC)OC)C(=O)CCS(=O)(=O)C3=CC=CC=C3.Cl,Inactive,0,,,-3.5
889,17402011,11957251,C1=CC2=NSN=C2C(=C1)S(=O)(=O)N3C(=CC(=N3)C4=CC=C(C=C4)Br)N,Inactive,0,,,-3.5
890,26726831,2738114,CCSC(=S)C1=C(NN(C1=O)C2=CC=CC=C2)C,Inactive,0,,,-3.7
891,49827613,9558389,C1=COC(=C1)/C=N/NC(=O)COC2=C(C=C(C=C2Br)Br)Br,Inactive,0,,,-3.7
892,26728699,2747534,CC(C)NC(=O)NC1=NNC(=N1)NC2=CC=C(C=C2)Cl,Inactive,0,,,-3.8
893,26729446,5926713,C1=CC(=CC(=C1)N/N=C(\C#N)/C(=O)C2=CSC(=N2)C3=CN=CC=C3)C(F)(F)F,Inactive,0,,,-3.8
894,49645366,3106404,CC1=NN(C(=O)C1N=NC2=C(C=C(C=C2)Cl)Cl)C(=S)N,Inactive,0,,,-3.9
895,47200203,23724116,C1CCN(CC1)C2=C(C=C3C(=C2)N(C(=N3)C4CCCN4C5=NC(=CS5)C6=CC=C(C=C6)F)CCCOCO)Cl,Inactive,0,,,-4
896,26671147,54676685,CN1C2=CC=CC=C2C(=C(C1=O)C(=O)NC3=CC=CC=C3S(=O)(=O)N)O,Inactive,0,,,-4
897,49669603,24761496,CC(C)CCC(C1=CC=C(C=C1)OC)(C(CN2CCOCC2)C3=CC=C(C=C3)Cl)O.Cl,Inactive,0,,,-4.1
898,4243993,3238653,CC1=C(C(N2C(=NC(=N2)C3=CC(=CC=C3)Cl)N1)C4=CC=CS4)C(=O)N,Inactive,0,,,-4.2
899,22405324,7314608,CC1=CC(=C(C=C1)C)/C=C/C(=O)C2=C(C(=O)C=CC=C2)O,Inactive,0,,,-4.2
900,49817402,1931295,COC1=CC(=CC(=C1)C(=O)NNC(=O)C(=O)NC2=CC(=C(C=C2OC)Cl)OC)OC,Inactive,0,,,-4.3
901,56320756,2323827,CCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C#N)NC(=O)C4=CC=C(C=C4)F,Inactive,0,,,-4.3
902,845118,647455,C1=CC=C(C=C1)CN2C(=O)C=CS2,Inactive,0,,,-4.3
903,17387908,1765982,CCCCOC(=O)C1=CC=C(C=C1)NC(=S)NC(=O)C2=C(C=NN2C)Cl,Inactive,0,,,-4.4
904,17386522,4577470,CC1CCC2=C(C1)SC=C2C(=O)NNC(=S)NC3=C(C=CC(=C3)C)C,Inactive,0,,,-4.5
905,49721259,20892203,C1CC(OC1)CNC(=O)CN2C(=O)C3=C(C=N2)C4=CC=CC=C4N3CC5=CC=CC=C5F,Inactive,0,,,-4.5
906,24796358,2238727,CC1=CC=C(C=C1)NC(=O)NCCSC2=CC=C(C=C2)C,Inactive,0,,,-4.5
907,24803712,725238,C1=CC(=CC=C1C2=CSC3=C2C(=S)NC=N3)Br,Inactive,0,,,-4.6
908,49676279,9156694,COC1=CC=CC=C1N2CCN(CC2)C(=O)NCC3=CC(=CC=C3)C(F)(F)F,Inactive,0,,,-4.7
909,17414934,977015,C1=CC(=CC(=C1)NC(=S)NC2=CC(=CC=C2)Cl)C(F)(F)F,Inactive,0,,,-4.8
910,56318172,16284774,CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)COC(=O)C2=C(C3=C(O2)C=CC(=C3)OC)C,Inactive,0,,,-4.8
911,7972407,2893957,C1CCN(CC1)C2=NC3=C(C4=C2CCCC4)C(=C(S3)C(=O)N)N,Inactive,0,,,-4.9
912,14732400,6241837,C1=CC(=CC=C1S(=O)(=O)O/N=C(/C2=CC=NC=C2)\N)Br,Inactive,0,,,-4.9
913,49641671,135495848,CC(C)(C)C1=NN(C2=C1C=C(C(=O)N2)C=O)C3=CC=CC=C3,Inactive,0,,,-4.9
914,49643994,5759698,C/C(=C\C(=O)C1=CC=CC=C1)/NNC(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,-5
915,49642466,6501976,C1=CC=C(C(=C1)CNC2=CC3=C(C=C2)NC(=O)N3)OCC4=CC=CC=C4Cl,Inactive,0,,,-5
916,26729395,9583713,CN1C2=C(C=N1)C(=NC=N2)O/N=C(/C3=CC=C(C=C3)C(F)(F)F)\N,Inactive,0,,,-5.1
917,49643379,2259677,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=C(C=C3)Cl)C(=O)O,Inactive,0,,,-5.1
918,7975037,2862216,CCC1=CC=C(C=C1)C(=O)CSC2=C(C(C(=C(N2)C)C(=O)C)C3=CC=CO3)C#N,Inactive,0,,,-5.2
919,4261694,866368,C=CCN1C(=O)C2=C(C=CC(=C2)Br)NC1=S,Inactive,0,,,-5.4
920,56317530,24979886,CC1=CC(=C(C=C1Br)C)SCC(=O)NCC(C2=CC=CS2)N3CCOCC3,Inactive,0,,,-5.4
921,49646547,135531708,CC1=CC(=C(C=C1)O)/C=N/NC(=O)CC2=CC=C(C=C2)Cl,Inactive,0,,,-5.4
922,24827544,4836219,CCN(CC1COC2=CC=CC=C2O1)C(=S)NC3CC4CCC3C4,Inactive,0,,,-5.5
923,7975566,784453,COC1=C(C(=CC(=C1)CNC2=CC(=CC=C2)F)Br)O,Inactive,0,,,-5.5
924,26658597,9619214,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)C)N/N=C/C3=CC=CC=C3[N+](=O)[O-],Inactive,0,,,-5.5
925,49679806,2272421,COC1=CC(=CC=C1)OCCOC2=CC=C(C=C2)/C=C/3\C(=O)NC(=S)S3,Inactive,0,,,-5.5
926,24820146,1477565,COC1=CC=C(C=C1)C(=O)NC2=NC(=NC=C2)C3=CN=CC=C3,Inactive,0,,,-5.6
927,49642337,4667785,COC1=CC=CC(=C1OCC2=CC=CC=C2)CNC3=CC4=C(C=C3)NC(=O)N4,Inactive,0,,,-5.8
928,17401422,4405466,CC1=CC(=CC=C1)NC(=O)C23CCC(C2Br)(C3(C)C)C,Inactive,0,,,-5.9
929,17387650,135475213,CC1=CC(=CC=C1)/C=C/2\C(=O)N/C(=N\N=C\3/CC4CCC3(C4(C)C)C)/S2,Inactive,0,,,-6
930,7975098,2232554,CC1=C(C(=NN1)C)CCCOC2=CC=CC=C2OC,Inactive,0,,,-6.1
931,26658628,3365064,CC1(C(OC(=O)C(C1=O)(C)C)C2=C3C=CC=CC3=CC4=CC=CC=C42)C,Inactive,0,,,-6.1
932,26728767,2810379,CC1=C(C=C(C=C1)C(=O)NC2(C(=O)C3=CC=CC=C3C2=O)O)C,Inactive,0,,,-6.3
933,22412726,8219205,C1=CC=C(C(=C1)/C=C/C(=O)C2=C(C(=O)C=CC=C2)O)Cl,Inactive,0,,,-6.3
934,24783863,6467955,CC(C)C1=CC=C(C=C1)NC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3,Inactive,0,,,-6.4
935,3713540,2432838,C1=CC=NC(=C1)CCNS(=O)(=O)C2=CC(=C(C=C2)F)F,Inactive,0,,,-6.6
936,49667169,4921129,CN(C)S(=O)(=O)NC1=CC=CC(=C1)NC(=O)CC23CC4CC(C2)CC(C4)C3,Inactive,0,,,-6.8
937,49667226,155889,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)NC3=CC=CC=C3C(=O)O,Inactive,0,,,-6.8
938,17385775,6892904,C1=CC=C2C=C(C(=CC2=C1)C(=O)N/N=C/C3=CC=C(O3)C4=CC=C(C=C4)S(=O)(=O)NC5=NC=CC=N5)O,Inactive,0,,,-6.8
939,24841361,2060456,C1=CC(=CC(=C1)Cl)N2C(=CC(=N2)C3=CC=CS3)C(=O)O,Inactive,0,,,-7.1
940,14739592,721838,C1=CC=C(C(=C1)C2=CC=C(O2)C=O)OC(F)(F)F,Inactive,0,,,-7.1
941,49816070,2906081,C1=COC(=C1)C(=O)NC(=S)NC2=NC(=CS2)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,0,,,-7.1
942,24830895,6898861,CSC(=S)N/N=C/C1=CC=C(C=C1)Br,Inactive,0,,,-7.2
943,14726660,3228995,C1CCN(CC1)C(=O)CSC2=NN=NN2C3=CC=CC4=C3CCCC4,Inactive,0,,,-7.2
944,14743115,3483703,CC1=NC2=C(C(=N1)SCC(=O)C3=CC=CS3)OC4=CC=CC=C42,Inactive,0,,,-7.3
945,17414499,953650,CC1CCN(CC1)C2=CC=CC=C2NC(=S)NC(=O)C3=CC=CO3,Inactive,0,,,-7.4
946,860362,661658,CC1=CC=C(C=C1)C(=O)CSC2=C(C(C3=C(N2)CCCC3=O)C4=CC=CO4)C#N,Inactive,0,,,-7.4
947,49717361,3689586,CCC1=CC=C(C=C1)CNC(=O)C2CCN(CC2)S(=O)(=O)N3CCC(CC3)C,Inactive,0,,,-7.5
948,49677153,4826814,COC1=CC(=C(C=C1)OC)NC(=O)CCCSC2=CC=CC=C2,Inactive,0,,,-7.7
949,843976,646282,CCCOC1CCCN(C1)C(=O)C2=CC(=C(C=C2C(=O)O)Cl)Cl,Inactive,0,,,-7.7
950,26663779,3712371,COC1=CC=C(C=C1)N(C(C#N)C2=CC=C(C=C2)Br)C(=O)CCCl,Inactive,0,,,-7.8
951,17515010,4112660,COC(=O)C1=CC=C(C=C1)C(=O)NC(=S)NC2=NC3=C(S2)CCCC3,Inactive,0,,,-7.9
952,4265814,2973686,CCOC(=O)C1=C(NC(=O)NC1C2=C(C=CC(=C2)C)C)CN3C=NC4=CC=CC=C43,Inactive,0,,,-7.9
953,47199493,23723912,COC1=CC(=C(C=C1)CN2CCN(CC2CCO)C3CCC3)F,Inactive,0,,,-7.9
954,24830158,17520,C1=CC=C2C(=C1)C(=O)NS2,Inactive,0,,,-8.1
955,865380,666635,CC1=CC(=CC=C1)NC2=NC(=NC(=N2)N)CN3CCN(CC3)C4=CC=C(C=C4)F,Inactive,0,,,-8.1
956,24818973,1474887,COC1=C(C=C2C(=C1)C(=NC=N2)NCCC3=CC=CC=C3)OC,Inactive,0,,,-8.2
957,26667115,891188,C1CCN(C1)C2=CC=CC=C2NC(=S)NC(=O)C3=CC=CO3,Inactive,0,,,-8.3
958,14738197,4393516,CCCCN(CCCC)C1=NC(=NC(=N1)N2C(=C(N=N2)C(=O)C)C)OC,Inactive,0,,,-8.4
959,49667761,930568,C1=CC=C(C=C1)NC(=S)NC2=NC(=CS2)C3=CC=C(C=C3)F,Inactive,0,,,-8.6
960,49716818,9615909,C/C(=N\NC(=O)C1=CC2=CC=CC=C2C=C1O)/C3=CC=CC=N3,Inactive,0,,,-8.6
961,49649513,4773837,CC1=C(N2C(C(C2=O)NC(=O)C3=CC=CC=C3Cl)SC1)C(=O)O,Inactive,0,,,-8.6
962,17412158,4417750,C1=CC(=C(C=C1Cl)Cl)NC(=O)C2=NNC(=N2)CN3C=NC=N3,Inactive,0,,,-8.8
963,7977277,705290,CC1=C(SC2=C1C(=NC=N2)SCC(=O)C3=CC=CS3)C,Inactive,0,,,-8.8
964,17408822,135431542,COC1=CC=CC(=C1)N=NC2=C(NN3C2=NC(=CC3=O)C4=CC=CC=C4)N,Inactive,0,,,-8.8
965,26727476,2804180,C1=CC(=CC=C1NC(=O)C2=CC=C(O2)CSC3=CC=C(C=C3)Cl)F,Inactive,0,,,-9.1
966,4240488,3235590,CN1C2=C(C=CC(=C2)Cl)C(=CC1=O)SCC(=O)NCC3CCCO3,Inactive,0,,,-9.1
967,47194789,1724256,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=C(C(=CS2)C3=CC=C(C=C3)OC)C(=O)O,Inactive,0,,,-9.1
968,17515067,7105721,COC1=CC(=CC(=C1OC)OC)C(=O)NNC2=NC3=CC4=C(C=C3S2)OCO4,Inactive,0,,,-9.2
969,14722505,1858892,CCCCC1=CN=C(C=C1)C2=C(C=C(C=C2)Br)O,Inactive,0,,,-9.2
970,26665595,950890,C1CCCCCC2=C(CCCC1)N=C(S2)N,Inactive,0,,,-9.3
971,49665605,135443041,C1=CC=C(C=C1)CC(=O)N/N=C/C2=C(C(=CC(=C2)Br)Br)O,Inactive,0,,,-9.3
972,14743503,9551861,CC1=CC=C(C=C1)C2C3=CC=CC=C3OC(=C2/C=C/4\C(=O)NC(=S)S4)C5=CC=CS5,Inactive,0,,,-9.4
973,24796711,778192,C1CCC(C1)CCC(=O)NC2=CC=CC(=C2)CC3=CC=NC=C3,Inactive,0,,,-9.5
974,862880,6602737,CC(C#CCN1CCN(CC1)C)(C2CC3CC2C=C3)O.Cl,Inactive,0,,,-9.8
975,49714022,24789399,CCCN1C2=CC(=C(C=C2N=C1C3CCCN3C4=NC(=CS4)C5=CC=C(C=C5)C)Cl)N6CCCCC6,Inactive,0,,,-9.8
976,49725802,3108626,C1=CC=C(C=C1)NC(=O)C(=O)NNC(=O)COC2=CC3=CC=CC=C3C=C2,Inactive,0,,,-10
977,856619,657975,COC(=O)N1C2=C(C=C(C=C2)Cl)OC1=S,Inactive,0,,,-10.1
978,47194703,1239983,C1=CC2=C(C=CC=N2)C(=C1)N=CC3=C(C(=CC(=C3)Br)Br)O,Inactive,0,,,-10.1
979,49723797,20911743,CC1CC2=C(N1C(=O)C3CCC3)C=CC(=C2)S(=O)(=O)N4CCC(CC4)C(=O)NCC5=CC=C(O5)C,Inactive,0,,,-10.1
980,49821989,1048317,COC1=C(C=C(C=C1)C2=CSC(=N2)NC(=S)NC(=O)C3=CC=CO3)Br,Inactive,0,,,-10.1
981,49671391,5851320,CCOC(=O)C1=CSC(=N1)N/N=C/2\CCCC3=CC=CC=C32,Inactive,0,,,-10.3
982,26726845,2800958,C1=CC(=C(N=C1)N)OCC2=CC(=C(C=C2)Cl)Cl,Inactive,0,,,-10.3
983,26664346,223471,C1=CC(=CC=C1CC2=C(C=C(C=C2)O)O)Cl,Inactive,0,,,-10.3
984,26730923,2821137,CC1(CCC2=C(O1)C=CC(=C2)C3=NN(C=C3)S(=O)(=O)C4=CC=C(C=C4)OC)C,Inactive,0,,,-10.3
985,24791530,1388232,CC1=CC(=CC=C1)N2C(=O)C3=C(NC2=S)SC4=C3CCC5=CC=CC=C54,Inactive,0,,,-10.4
