PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 6.6 uM,Standard Deviation
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent inhibition of the screen at a compound concentration of 6.6 micromolar.,Standard deviation derived from the normalized percent activation of the triplicate data for each compound.
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,6.6,
913,4241362,3236347,CC1CC2=CC=CC=C2N1C(=O)CCS(=O)(=O)C3=CC=CC4=NON=C43,Inactive,45,,,53.47,11.5619
914,17432944,5728381,CCOC(=O)C1=CC2=C(C3=CC=CC=C3N2)[N+](=C1C)C4=CC=C(C=C4)[N+](=O)[O-].[Cl-],Inactive,45,,,53.43,6.46636
915,56463396,25102614,CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H](CC=C([C@@H]2C3=CC=CC=C3)C(=O)O)C4=CC=C(C=C4)Cl,Inactive,44,,,53.38,8.00486
916,24804385,2056423,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CN3C4=CC=CC=C4C(=O)C3=O,Inactive,44,,,53.3,1.28124
917,22413004,1810672,CN1C2=C(C=C(C=C2)/C=C/3\C(=O)N(C(=O)S3)CC(=O)N4CCOCC4)N(C1=O)C,Inactive,44,,,53.29,5.43114
918,24783448,4919925,CN(C)CCC1CCN(CC1)C2=C(C=C(C(=C2)C#N)C#N)[N+](=O)[O-],Inactive,44,,,53.23,4.65937
919,26663369,1397082,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)N3C4=CC=CC=C4N=N3)NC5=CC=C(C=C5)C(=O)O,Inactive,44,,,53.18,10.7297
920,24794886,670484,C1=CC(=CC=C1C(=O)C2=CC=NC=C2)[N+](=O)[O-],Inactive,44,,,53.16,0.607752
921,26728344,2795769,CC1=C(C=CC=C1Cl)NC(=O)N2CCCN(CC2)C3=NC(=NS3)C4=CC=CC=C4,Inactive,44,,,53.13,6.85225
922,24826537,5991953,C1=CC=NC(=C1)/C(=C/C2=CC=C(C=C2)[N+](=O)[O-])/C#N,Inactive,44,,,53.12,17.9103
923,24832915,16196374,CN(C)CCOC(=O)C1=CC2=C(C=C1)C(=O)C3=CC=CC=C3S2(=O)=O.Cl,Inactive,44,,,53.1,7.80713
924,22416243,1612523,C1=CC=C(C=C1)CC(=O)NCC(=O)OCC(=O)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,44,,,52.99,10.3414
925,24782800,16187951,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC3=C(C4=NON=C4C=C3)[N+](=O)[O-],Inactive,44,,,52.95,4.07133
926,864934,666184,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=O)N3C4=C(N(N(C4=O)C5=CC=CC=C5)C)C)C#N,Inactive,44,,,52.85,7.27575
927,22407072,3976052,CCOC(=O)C1=C(C=C(S1)NC(=O)NC2=CC=CC=C2Cl)C,Inactive,44,,,52.82,7.0762
928,26663181,1415062,C1CN(CCC1C(=O)N)C2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=C(C=C4)Cl,Inactive,44,,,52.82,8.59838
929,17387855,1746062,CC(C)(CNC(=O)C1=CC(=C(C=C1)[N+](=O)[O-])Cl)CNC(=O)C2=CC(=C(C=C2)[N+](=O)[O-])Cl,Inactive,44,,,52.73,7.46254
930,863932,665189,CCOC(=O)C1=[N+](C2=CC=CC=C2N=C1COC(=O)C3=CC=CO3)[O-],Inactive,44,,,52.7,1.41571
931,851492,654068,COC1=CC=CC(=C1)C2=NN3C(=C2)N=C(C=C3N4CCC5(CC4)OCCO5)C6=CC=CC=C6,Inactive,44,,,52.7,6.96244
932,17407082,9660191,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)OC2=C(C=CC(=C2)/C=N/NC(=O)C3=CC4=CC=CC=C4C=C3)OC,Inactive,44,,,52.67,2.06481
933,4263636,2234072,C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)NC(=O)CSC3=NC4=CC=CC=C4N3,Inactive,44,,,52.64,5.61423
934,47197802,2915045,C1=CC=C(C=C1)C2=NN([N+](=N2)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4.[Br-],Inactive,44,,,52.6,5.60709
935,859254,660555,C/[N+](=C/1\CC2=CC=CC=C2C1=O)/[O-],Inactive,44,,,52.47,2.26348
936,51087980,24892266,C1=CC=C(C=C1)C[N+]2=CC(=CC3=CC=CC=C32)Br.[Br-],Inactive,44,,,52.46,2.47816
937,14741273,1405137,C1COCCN1C2=C(C(=O)C3=CC=CC=C3C2=O)N4C5=CC=CC=C5N=N4,Inactive,44,,,52.44,2.76405
938,22401898,3532299,CC(C1=CC=CO1)N(C2=CC=CC=N2)C(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC(=C(C=C4)Cl)[N+](=O)[O-],Inactive,44,,,52.44,1.3258
939,26664204,949131,C1CN(CCC1C(=O)O)C2=C(C(=O)C3=CC=CC=C3C2=O)Cl,Inactive,44,,,52.44,2.81535
940,24802985,2842375,C1CCN(CC1)C2=CC(=C(C3=NON=C23)[N+](=O)[O-])NCCO,Inactive,44,,,52.41,6.81509
941,22413416,822215,CN1C2=C(C(=O)N(C1=O)C)N=C(C(=N2)C3=CC=CC=C3)Cl,Inactive,44,,,52.38,3.10617
942,14731984,6372599,CCOC(=O)N/N=C(/C)\C1=CC=C(O1)[N+](=O)[O-],Inactive,44,,,52.37,7.85706
943,24841004,665409,COC1=CC=CC(=C1)C2=NN=C(N2CC3=CC=CO3)SCC(=O)NC4=CC5=C(C=C4)OCCO5,Inactive,44,,,52.36,10.2675
944,7974482,1717880,CCN1C2=C(C=C(C=C2)NC(=O)C3=CC=CO3)C4=CC=CC=C41,Inactive,44,,,52.35,9.20784
945,17401352,3631803,CC1=C(C(C2=C(N1)CCCC2=O)C3=CN(N=C3C4=CC=CC=C4)CC5=CC=C(C=C5)Br)C(=O)OC,Inactive,44,,,52.34,4.54939
946,856240,657611,C1CCC2(CC1)NC3=CC(=C(C#N)C#N)C=CC3=N2,Inactive,44,,,52.25,5.20627
947,842278,644537,CC1=CN2C(=NC3=C(C2=O)C=C(C(=N)N3C(C)C)C(=O)NC)C=C1,Inactive,44,,,52.23,2.75584
948,56317880,16268397,CC1=CC(=C2C(=C1)SC(=N2)NC(=O)CN3C(=O)C4(CCCC4)NC3=O)C,Inactive,43,,,52.21,4.42282
949,49642424,827439,CCOC(=O)C1=CC2=C(C=C1)NC3=C2CCCC3,Inactive,43,,,52.15,6.85634
950,862081,663304,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=NC(=O)C4=CC=CC=C4)N3CC5=CC=CO5)C#N,Inactive,43,,,52.09,5.8567
951,17408633,56642946,CC(=O)O.C1CN(CCN1)C2=C(C=C(C=C2)[N+](=O)[O-])/C=N/NC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,43,,,52.06,5.59937
952,49729227,4845779,C1=CC(=C(C=C1S(=O)(=O)N)[N+](=O)[O-])NCCCN2C=CN=C2,Inactive,43,,,52.03,11.2794
953,47195117,1769368,CCOC1=CC=CC=C1C(=O)NCCNC(=O)C2=CC=CC=C2OCC,Inactive,43,,,51.99,2.38146
954,24782369,46496024,C/C(=N/NC(=O)CNC(=O)C1=CN=CC=C1)/C2=CC=C(C=C2)[N+](=O)[O-],Inactive,43,,,51.98,4.40845
955,4247173,3241407,CC1=C(SC(=N1)NC2=NC3=C(S2)C=C(C=C3)OC)C(=O)C,Inactive,43,,,51.97,4.81793
956,7973843,2897268,C1=CC=C2C(=C1)N=NN2CC(CN3C4=CC=CC=C4SC5=CC=CC=C53)O,Inactive,43,,,51.94,7.81122
957,24821047,9590448,CC1=NON=C1C(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],Inactive,43,,,51.92,5.55123
958,7965341,2990518,CC(C)N(CC1=NC(=NO1)C2=CC=CC=C2)C(=O)CC3=CC=CC=C3,Inactive,43,,,51.89,7.22122
959,14738414,4095163,CC1=NC=C(C2=C1OC(=NC3=CC(=CC=C3)OC)C(=C2)C(=O)N)CO,Inactive,43,,,51.68,6.43532
960,4263333,2192936,C1=CC=C(C=C1)C2=NN=C(O2)C3=CC(=CC=C3)NC(=O)C4=CC=C(O4)Br,Inactive,43,,,51.64,10.7387
961,14743449,9551857,CC(C)CC[N+]1=CN(C=C1)C\2=C(C3=CC=CC=C3C(=O)/C2=N\S(=O)(=O)C4=CC=CC=C4)[O-],Inactive,43,,,51.62,5.66661
962,4264307,675181,COC1=CC(=C(C=C1)OC)NC(=O)C2=CC3=CC=CC=C3O2,Inactive,43,,,51.62,8.983
963,7976175,710911,CC1=[N+](C2=CC=CC=C2N(C1=O)OCC3=CC=CC=C3)[O-],Inactive,43,,,51.6,6.46958
964,24788099,322847,C1=CC(=CC=C1C2=CN=C3C(=N2)C(=O)NC(=O)N3)Cl,Inactive,43,,,51.54,1.96364
965,17413514,776376,CC(=O)N(C)C1=C(C2=CC=CC=C2C(=O)C1=O)O,Inactive,43,,,51.3,2.70283
966,862551,663780,CC1=CN2C(=NC3=C(C2=O)C=C(C(=N)N3CCCOC(C)C)C(=O)NCC4CCCO4)C=C1,Inactive,43,,,51.3,5.56585
967,17387126,1232218,C1COCCN1C(=O)CN2C(=O)/C(=C\C3=CC=CS3)/SC2=O,Inactive,43,,,51.3,14.9743
968,17387060,844040,CC1=CC(=NC=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-],Inactive,43,,,51.3,6.83906
969,17504570,254285,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)C=CN2,Inactive,43,,,51.25,2.52302
970,24782830,5170830,CCN(CC)C1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)N(C(=C3C)C)C,Inactive,43,,,51.18,5.75146
971,24820754,4326878,CN1C=CN=C1SC2=CC(=C(C3=NON=C23)[N+](=O)[O-])NCCCO,Inactive,43,,,51.17,1.09417
972,14735971,1829192,C1=CSC(=C1)C(=O)OCC#CCSC2=NN=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,43,,,51.16,3.54054
973,22407046,351139,C1COCCN1C(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,43,,,51.12,2.02216
974,7978091,1284704,C1=CC=C(C=C1)CCN2C3=C(C=C(C2=N)C(=O)NCC4=CC=CO4)C(=O)N5C=CC=CC5=N3,Inactive,43,,,51.12,6.3692
975,7977159,738874,CCC(=O)NC1=CC2=C(C=C1)OC(=N2)C3=CC=CC=C3Br,Inactive,43,,,51.05,7.35336
976,22416247,2898131,C1CC(OC1)CNC2=C(C=C(C(=C2)C#N)C#N)[N+](=O)[O-],Inactive,42,,,50.97,5.93716
977,14742060,1549319,CCOC(=O)/C(=C\C=C1C=CN(C=C1)C)/C#N,Inactive,42,,,50.96,10.4669
978,26729110,5929442,C1=CC=C(C=C1)NC(=O)O/N=C(/C2=NC=C(S2)[N+](=O)[O-])\N,Inactive,42,,,50.95,8.03313
979,24787624,975156,CNS(=O)(=O)C1=CC2=C3C(=C1)C=CC=C3C(=O)NC2=O,Inactive,42,,,50.95,2.71516
980,856089,2736920,CC1=CC2=C(C=CC3=[N+](ON=C32)[O-])N=N1,Inactive,42,,,50.86,3.58301
981,24809881,5346357,C1=CC=NC(=C1)/C(=N/OC(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-])/N,Inactive,42,,,50.78,2.6473
982,24780173,3108181,C1=CC2=C(C=C1[N+](=O)[O-])SC(=N2)NC(=O)CCC(=O)O,Inactive,42,,,50.76,12.9575
983,17411341,135501753,CN1C2=CC=CC=C2C(=C(S1(=O)=O)C(=S)NC3=CC(=C(C=C3)F)Cl)O,Inactive,42,,,50.73,0.256271
984,4251425,1263066,CC1=CC=C(C=C1)N2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)NCCN4CCOCC4,Inactive,42,,,50.69,10.7962
985,24810308,16193054,COC1=CC=C(C=C1)N2N=C(C(=NCCCN3CCCC3=O)N2O)[N+](=O)[O-],Inactive,42,,,50.66,1.14883
986,22406523,2308727,C1=CC=C2C=C(C=CC2=C1)NC(=O)CSCCN3C(=O)C4=CC=CC=C4C3=O,Inactive,42,,,50.55,4.88114
987,17510646,12005289,CC1=CC=CC=C1NC2=NC3=CC=CC=C3C(=C2)C(=O)NCC4=CC=CO4,Inactive,42,,,50.48,4.99889
988,7973715,2882759,CC1=CC=C(C=C1)S(=O)(=O)N2CCCC2C(=O)NC3=NC4=C(S3)C=C(C=C4)OC,Inactive,42,,,50.42,5.43421
989,22405860,1187615,COC1=C(C=C(C=C1)C(=O)OC2=CC=CC(=C2)NC3=NC=NC4=CC=CC=C43)OC,Inactive,42,,,50.34,9.30181
990,22409649,135511743,C1CC(=C(C(=O)C1)N=NC2=CC3=C(C=C2)OCO3)O,Inactive,42,,,50.32,6.80495
991,24818760,1482857,CCOC(=O)C1=CC=C(C=C1)NC2=NC3=CC=CC=C3N=C2,Inactive,42,,,50.31,2.94637
992,24803655,3162241,CC1=CN2C(=NC3=NC(=C(C=C3C2=O)C(=O)NCC4CCCO4)NCC5CCCO5)C=C1,Inactive,42,,,50.22,3.64594
993,3712917,930113,CC1=CC=CC=C1N2C(=O)C(=C(C(=N2)C(=O)O)C)C#N,Inactive,42,,,50.2,7.17422
994,22416095,2247869,COCCCNC(=S)NC(=O)C1=CC=C(C=C1)[N+](=O)[O-],Inactive,42,,,50.19,5.77504
995,17516980,2314990,CN1C(=C(C(=O)N(C1=O)C)N=NC2=CC=C(C=C2)S(=O)(=O)N3CCOCC3)O,Inactive,42,,,50.13,5.46459
996,26726597,5916340,CC1=NC=CC(=N1)C2=CC(=CC=C2)N/N=C(\C#N)/C(=O)C3=CC(=CC=C3)OC,Inactive,42,,,50.13,7.8325
997,85200735,44201857,C1/C=C\C[C@H](C(=O)NC[C@@H](OC(=O)[C@@H]1CC2=CC=C(C=C2)F)C3=CC=CC=C3)CC(=O)N(CCO)CC4=CC=CC=C4,Inactive,42,,,50.12,3.78289
998,22403300,6893438,C1=CC=C(C=C1)C(=O)NCC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],Inactive,42,,,50.1,4.07052
999,49643128,3138573,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NNC(=O)C4=CC=CC=C4Cl,Inactive,42,,,50.04,3.5851
1000,14733126,3603626,C1=CC=C(C=C1)C2=C(SC(=N2)C3=CC=CC=C3)CC4=NNC(=S)O4,Inactive,42,,,50.03,5.95559
1001,14742380,919150,C1=CC2=[N+](ON=C2C3=C1N=NC=C3)[O-],Inactive,42,,,50.02,2.89072
1002,24787147,3124533,CC(=O)NC1=C(C=C2C(=C1[N+](=O)[O-])NC(=O)N2)[N+](=O)[O-],Inactive,42,,,49.99,2.78602
1003,17506472,5331848,C1=CN=CC=C1/C=N/NC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,42,,,49.95,5.47582
1004,24822513,3128209,C1=CC(=CC=C1NC2=CC=C(C3=NON=C23)[N+](=O)[O-])S(=O)(=O)N,Inactive,42,,,49.92,1.68533
1005,853033,655676,C1COCCN1S(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,42,,,49.89,8.00075
1006,863443,664695,CCCCNC(=O)C1=CC2=C(N=C3C(=CC=CN3C2=O)C)N(C1=N)CCN4CCOCC4,Inactive,42,,,49.89,1.0724
1007,49642787,3113357,C1COCCN1CCNC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,41,,,49.79,3.21587
1008,47204482,23724423,CCCN1C2=CC=CC=C2N=C1/C=C/C3=CC=[N+](C=C3)C.[I-],Inactive,41,,,49.7,2.4875
1009,4248102,3242220,CN1C2=C(C=C(S2)C(=O)N3CCN(CC3)C4=CC=CC=N4)C(=N1)C5=CC(=CC=C5)OC,Inactive,41,,,49.7,8.0254
1010,51085697,3624880,C1COC(=CO1)C2=NN=C(O2)NC(=O)C3=CC=C(S3)[N+](=O)[O-],Inactive,41,,,49.66,11.6562
1011,863185,664432,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CC4=CC=NC=C4)C(=O)NC(C)C,Inactive,41,,,49.59,5.10098
1012,49822920,24677546,CC(COC)NC(=O)C1=CC2=C(C=C1)C(=O)C3=CC=CC=C3S2(=O)=O,Inactive,41,,,49.57,3.6834
1013,24789849,2273904,C1COCCN1C2=CC=C(O2)C=C3C(=O)NC(=O)NC3=O,Inactive,41,,,49.57,5.61179
1014,14735681,5405450,CCOC(=O)N/N=C\C1=CC=C(O1)[N+](=O)[O-],Inactive,41,,,49.54,1.61878
1015,7969346,2772518,C1=CC=C2C(=C1)N=C(N2CCO)SCCOC3=CC=CC=C3F,Inactive,41,,,49.52,1.66835
1016,852399,655022,C1=CC=C2C(=C1)NC(=N2)C3=CC(=CC=C3)NC(=O)C4=CC=CO4,Inactive,41,,,49.51,9.87209
1017,85146497,44142358,C1=CC=C2C(=C1)C(=O)C3=C(O2)C=C(C=C3)C#CC4=CC(=CC=C4)N,Inactive,41,,,49.47,1.43068
1018,17401487,988921,CCN1C(=NN(C1=S)CC(=O)NC2=C(C=CC(=C2)Cl)Cl)C3=CC=CC=C3Cl,Inactive,41,,,49.47,6.23621
1019,22402676,1232211,C1COCCN1C(=O)CN2C(=O)/C(=C\C3=CN=CC=C3)/SC2=O,Inactive,41,,,49.43,3.06154
1020,26658504,3570124,C1CCC2(CC1)N=C3C(=[N+]2[O-])C=CC(=C3N4CCCCC4)[N+](=O)[O-],Inactive,41,,,49.41,6.65902
1021,49731848,16435505,CC1=CN2C(=NC3=C(C2=O)C=C(C(=N)N3CC4CCCO4)C(=O)NCC5CCCO5)C=C1,Inactive,41,,,49.37,4.69494
1022,57256587,16321252,CC(CC(=O)NC1=CC(=CC=C1)S(=O)(=O)N2CCCCC2)C3=CC=CC=C3,Inactive,41,,,49.36,1.32341
1023,24802491,5639055,CN1CCN(CC1)CC2=C(C=CC3=C2OC(=O)C(=C3)C4=CC=CC=N4)O,Inactive,41,,,49.36,14.8344
1024,3712124,2573157,CCNC(=O)C1=CC2=C(C=C1)C(=O)C3=CC=CC=C3S2(=O)=O,Inactive,41,,,49.32,3.64612
1025,24781168,5421109,CCOC1=CC(=CC(=C1O)[N+](=O)[O-])/C=C/2\C(=O)NC(=O)N2,Inactive,41,,,49.29,8.72609
1026,17409223,135431525,CC1=CC(=O)N2C(=C(C(=O)N2)N=NC3=CC=CC=C3)N1,Inactive,41,,,49.28,7.9213
1027,24806537,3151405,CC1=CN2C(=NC3=C(C2=O)C=C(C(=N)N3CCOC)C(=O)NCC4=CC=CO4)C=C1,Inactive,41,,,49.28,6.12515
1028,24808469,3104595,CC(=O)NC1=CC=C(C=C1)C(=O)NNC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,41,,,49.22,4.90604
1029,24787116,1914145,CCOC(=O)C(=O)N=NC1=C(N(C2=CC=CC=C21)C)O,Inactive,41,,,49.19,4.98735
1030,864048,665299,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=CC4=C(C=C3)N=C(N4)C5=CC=C(O5)Br,Inactive,41,,,49.18,6.11977
1031,22400538,6870710,CN1C=C(C(=N1)C(=O)N/N=C/C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,41,,,49.08,5.14287
1032,24789534,3108302,C1=CC(=CC=C1C(=O)NC2=CNC(=O)NC2=O)[N+](=O)[O-],Inactive,41,,,49.07,1.62679
1033,24841334,5672488,C1CC1C(=O)NNC(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],Inactive,41,,,49.03,2.3569
1034,22410795,5237327,C1=CC=C2C(=C1)C(=CC(=N2)C3=CC=C(C=C3)F)C(=O)NC4=CC(=CC=C4)S(=O)(=O)NCC5=CC=CO5,Inactive,41,,,48.99,4.83469
1035,859150,660450,CN(C1CCS(=O)(=O)C1)S(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,41,,,48.99,18.3267
1036,22403623,1772447,COC1=NC(=NC(=N1)OC2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])OC,Inactive,41,,,48.94,8.51055
1037,17513047,6870357,C1=CC(=CN=C1)C(=O)N/N=C/C2=CC=C(S2)[N+](=O)[O-],Inactive,41,,,48.87,1.93698
1038,26657637,2307693,CCC(=O)N=C1C=CN(C=C1)C2=NC3=CC=CC=C3NC2=C(C#N)C#N,Inactive,41,,,48.86,16.1806
1039,49817991,24817071,CCOC(=O)C1=C(NC(=O)NC1C)COC(=O)/C=C/C2=CC(=CC=C2)OC,Inactive,41,,,48.86,3.93943
1040,852434,291621,COC(=O)C1=C(N=C(C(=N1)C(=O)OC)C(=O)OC)C(=O)OC,Inactive,41,,,48.83,6.44488
1041,17517455,4091453,C1=CC=NC(=C1)N(C2=CC=CC=N2)C(=O)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],Inactive,41,,,48.82,4.34701
1042,26670439,2314988,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)N=NC3=C(NC(=S)NC3=O)O,Inactive,41,,,48.74,3.01928
1043,24822586,2906063,C1CC(OC1)CNC(=O)CCN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O,Inactive,41,,,48.74,6.85688
1044,22413451,135401398,C1CN2CCC1C(C2)NC(=O)C3=CC(=C(C4=C3NC=N4)[N+](=O)[O-])Cl,Inactive,40,,,48.54,5.8098
1045,14727622,100319,C1=CC(=C(N=C1)SC2=NC=CC(=O)N2)[N+](=O)[O-],Inactive,40,,,48.54,5.50615
1046,4256369,2067268,CCOC(=O)C1=CN=C(N=C1N)SCC2=NC(=NC(=N2)NC3=CC=CC=C3)N,Inactive,40,,,48.49,5.86858
1047,47204464,23724419,CCN1C2=CC=CC=C2N=C1/C=C/C3=CC=[N+](C=C3)C.[I-],Inactive,40,,,48.48,3.11929
1048,24784300,883715,CC1=C(C=C(C=C1)NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C,Inactive,40,,,48.38,1.6182
1049,24792086,5344781,COC1=CC=CC=C1/C=N/N2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O,Inactive,40,,,48.31,4.2202
1050,56317274,24687430,C1COC(=CO1)C(=O)NCCN2C(=O)/C(=C/C3=CC(=C(C=C3)Cl)[N+](=O)[O-])/SC2=O,Inactive,40,,,48.22,9.46716
1051,846560,648952,CCOC(=O)C1=NN(C(=O)C(=C1C)C#N)C2=CC=CC=C2,Inactive,40,,,48.21,3.73224
1052,4248988,3242997,C1CN(CCN1C2=CC=CC=N2)C(=O)CCNS(=O)(=O)C3=CC=CC4=NSN=C43,Inactive,40,,,48.14,6.77539
1053,24789676,56642894,CC1=NN=C(N1N)N/N=C\C2=CC=C(O2)C3=CC(=CC=C3)C(=O)O.Cl,Inactive,40,,,48.12,6.18273
1054,17387960,7313811,CC1=CC=C(C=C1)N=NC2=C3N=C(C=C(N3NC2=O)C)C,Inactive,40,,,48.08,3.80156
1055,14726948,401588,C1=CC=C(C=C1)C2=NC3=C(O2)C=CC(=C3)NC(=O)C4=CC=CS4,Inactive,40,,,48.05,5.10786
1056,24828610,3904691,C1C=NN2C1C3=CC=CC=C3N=C2SCC(=O)NC4=CC=CC=C4C#N,Inactive,40,,,48.02,3.97451
1057,24818916,1473788,CC1=C(SC(=N1)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)O,Inactive,40,,,47.93,2.73233
1058,845537,647886,COCCCN1C2=C(C=C(C1=N)C(=O)NCC3CCCO3)C(=O)N4C=CC=CC4=N2,Inactive,40,,,47.93,0.697507
1059,851051,653603,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3C(C)C)C(=O)NCCCOC,Inactive,40,,,47.91,0.856271
1060,17403439,704848,CC1=CC(=NC=C1)N2C(=O)C3=C4C(=C(C=C3)[N+](=O)[O-])C=CC=C4C2=O,Inactive,40,,,47.91,3.37239
1061,26658228,3648622,C1=CC(=C(C=C1S(=O)(=O)N)NC(=O)C2=CC=C(O2)[N+](=O)[O-])O,Inactive,40,,,47.82,7.0978
1062,3712638,750947,C1=CC2=NC3=C(C=C(C(=N)N3CCCN4C=CN=C4)C#N)C(=O)N2C=C1,Inactive,40,,,47.67,3.69351
1063,49673496,16244947,CCC[N+]1=C2C=CC=CC2=CC3=CC=CC=C31.[I-],Inactive,40,,,47.66,1.03803
1064,24788788,2883177,CCN(CC)C1=NS(=O)(=O)C2=C1C=CC(=C2)[N+](=O)[O-],Inactive,40,,,47.65,4.01814
1065,26658222,4317267,C1=CC(=CC=C1C2C=C(NC(=O)N2)C(=O)O)[N+](=O)[O-],Inactive,40,,,47.65,2.34437
1066,858922,660229,CCCSC1=NN=C(S1)NC(=O)NC2=CC=C(C=C2)F,Inactive,40,,,47.6,6.09522
1067,57262211,16291935,CC1=C(C=C(C=C1)NC(=O)CN2CCCC2C3=CC=CS3)S(=O)(=O)N4CCCCC4,Inactive,40,,,47.6,2.1991
1068,49641070,3097917,C1=CC(=NC=C1Cl)NC2=C(C=C(C=N2)[N+](=O)[O-])[N+](=O)[O-],Inactive,40,,,47.58,7.35537
1069,4263121,2927547,CCOCCCN1C2=C(C=C(C1=N)C(=S)N)C(=O)N3C=CC=C(C3=N2)C,Inactive,40,,,47.53,3.23422
1070,859745,661049,CCN1C2=C(C=C(C1=N)C(=O)NCCCOC)C(=O)N3C=CC=C(C3=N2)C,Inactive,40,,,47.52,2.99684
1071,24823253,555700,C1=CC2=NON=C2C(=C1N)[N+](=O)[O-],Inactive,40,,,47.51,2.89697
1072,3714676,2669725,C1=CC=C(C=C1)C2=NC(=NN2)SCC(=O)NC(=O)NCC3=CC=CO3,Inactive,39,,,47.46,4.79977
1073,17505611,135497995,C1CCC2(C1)CC3=CC=CC=C3/C(=C/C(=O)C(=O)N/N=C/C4=CC=CC=C4O)/N2,Inactive,39,,,47.38,5.49384
1074,49716099,9649400,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)/N=C/2\C=C(C(=O)C3=CC=CC=C32)NS(=O)(=O)C4=CC=CC=C4,Inactive,39,,,47.35,1.96743
1075,47195785,1588119,COC1=CC(=CC=C1)OP(=O)(NC2=CC=CC=C2)OC3=CC=CC(=C3)OC,Inactive,39,,,47.33,4.43206
1076,26725751,5417965,C1=CC2=C(C=C1N)N=C3C(=N2)C(=O)NC(=S)N3,Inactive,39,,,47.32,5.62297
1077,14745535,2335414,CC(C)NC(=O)C1=CC2=C(C=C1)C(=O)C3=CC=CC=C3S2(=O)=O,Inactive,39,,,47.21,1.15832
1078,24782043,2834396,C1COCCN1C(=O)CN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O,Inactive,39,,,47.1,0.288549
1079,22403712,1279881,C1=CC2=NC3=C(C=C(C(=NC(=O)C4=CC=CO4)N3CC5=CC=CO5)C#N)C(=O)N2C=C1,Inactive,39,,,47.08,9.23136
1080,24831136,135519867,C/C(=N\NC1=CC(=CC=C1)[N+](=O)[O-])/C2=CC=CC=C2O,Inactive,39,,,47.04,2.88602
1081,17507180,135443092,CC1=CC(=NC(=N1)C2=CC=CC=C2O)N/N=C/C3=C(C(=C(C=C3)O)C)O,Inactive,39,,,47.01,6.61736
1082,24831649,4780685,C1COCCN1C2=C3C=CN=CC3=C(C=C2)[N+](=O)[O-],Inactive,39,,,46.98,7.63281
