PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 6.6 uM,Standard Deviation
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent inhibition of the screen at a compound concentration of 6.6 micromolar.,Standard deviation derived from the normalized percent activation of the triplicate data for each compound.
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,6.6,
1525,24841344,2391336,C1COCCN1CC2=NN(C(=C2C3=CC=CC=C3)N)C4=CC(=CC=C4)[N+](=O)[O-],Inactive,26,,,31.63,2.60111
1526,24803035,841141,CC1=C(SC(=C1C(=O)OC)NC(=O)C2=CC=CC=C2)C(=O)N,Inactive,26,,,31.62,10.304
1527,17514507,4049585,CCC1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)F)S(=O)(=O)NCC3COC4=CC=CC=C4O3,Inactive,26,,,31.56,2.14987
1528,24785540,668650,CC1=C2C(=C(C=C1)F)C(=C(N2)C)CCNC(=O)C3=CC=CC=C3OC,Inactive,26,,,31.53,2.47649
1529,26729200,2804861,CC(C)(C)N1C=NN=C1SC2=C(C=CC=N2)[N+](=O)[O-],Inactive,26,,,31.5,6.23033
1530,14735296,4440356,C1COCCN1C2=NN3C(=NC4=CC=CC=C4C3=O)C=C2,Inactive,26,,,31.47,3.20988
1531,24839629,2082921,C1COCCN1CC(=O)NC2=C(C=CC(=C2)[N+](=O)[O-])Cl,Inactive,26,,,31.39,8.07883
1532,14725553,3106471,CC1=CC=CC=C1N=NC2C(=NN(C2=O)C(=S)N)C,Inactive,26,,,31.39,10.8147
1533,24822677,744544,C1=CC(=CC(=C1)[N+](=O)[O-])/C=C/2\C(=O)NC(=S)N2,Inactive,26,,,31.34,4.62996
1534,845471,647821,CCOC(=O)C1=NN(C(=O)C2=C(SC=C21)N)C3=CC=CC=C3,Inactive,26,,,31.31,6.96539
1535,14742032,939029,CC1=C(C=C(C=C1)NCC2=CC3=C(C=CC(=C3)OC)NC2=O)C,Inactive,26,,,31.29,4.31788
1536,24807574,1072934,CC(C)N(C(C)C)C(=O)NC1=CC2=NSN=C2C=C1,Inactive,26,,,31.18,3.02868
1537,49735190,20936439,CCC1=C(C=C(C=C1)C2=CC(=NO2)C)S(=O)(=O)NCCCN3CCN(CC3)C4=CC=CC=C4,Inactive,26,,,31.18,3.68983
1538,4260774,2947472,C1CC(N(C1)S(=O)(=O)C2=CC=C(C=C2)F)C(=O)NC3=NC=CS3,Inactive,26,,,31.17,3.57107
1539,4259509,2945168,CC1CCC2=C(C1)SC(=N2)NC(=O)CSC3=NC4=CC=CC=C4O3,Inactive,26,,,31.11,1.21722
1540,4260589,2200259,COC(=O)C1=CC=CC=C1CON2C3=CC=CC=C3[N+](=CC2=O)[O-],Inactive,26,,,31.07,2.27578
1541,4263881,2211994,C=CCN1C(=NN=C1SCC2=CC=CC=C2C#N)C3=C(C=CC(=C3)Br)O,Inactive,26,,,31.07,3.81025
1542,4250726,3244493,CC1=NC=C(C2=C1OC(=NC3=CC=CC=C3)C(=C2)C(=O)N)CO,Inactive,26,,,30.97,2.2549
1543,14730990,152817,C1=CC2=C(C=C1[N+](=O)[O-])N(N=N2)O,Inactive,26,,,30.93,1.58253
1544,4249634,3243562,COC1=C(C=C(C=C1)CCN2C(=O)C3=C(C2=O)N=CC=C3)OC,Inactive,26,,,30.9,1.66551
1545,14737847,6621081,COC1=CC=CC=C1CNC(=O)CCS(=O)(=O)C2=CC=CC3=NON=C32,Inactive,25,,,30.83,1.33866
1546,22404912,6724,C1=CC2=C3C(=C1)C(=O)C(=O)C3=CC=C2,Inactive,25,,,30.81,3.19491
1547,863929,665186,CCN1C2=CC=CC=C2N=C(C1=O)C(=O)C,Inactive,25,,,30.78,3.9946
1548,57267514,4800239,C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC=C(C=C3)NC(=O)CC#N,Inactive,25,,,30.74,5.44437
1549,4261123,706682,CC1=C(C2=NSN=C2C=C1)S(=O)(=O)NCC3=CC=NC=C3,Inactive,25,,,30.74,0.639371
1550,4240611,3235697,C1=CC=NC(=C1)CNS(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,25,,,30.72,4.42686
1551,14728837,9549897,C1[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)C2=C(S1)C(=CC(=C2)[N+](=O)[O-])I)CCCCN)C(=O)NCC(=O)N,Inactive,25,,,30.72,1.34926
1552,22412822,848528,C1C2=C(C(=CC=C2)[N+](=O)[O-])C(=O)O1,Inactive,25,,,30.66,0.63194
1553,49677328,3822447,CC1=C(SC2=C1C(=CC(=N2)C3=CC=CS3)C(F)(F)F)C(=O)O,Inactive,25,,,30.61,10.8941
1554,26658240,2350896,CN1C(=C(C(=O)N(C1=O)C)C(=O)COC(=O)C2=CC=C(O2)[N+](=O)[O-])N,Inactive,25,,,30.57,2.76254
1555,4240572,3235664,C1CC(CN(C1)S(=O)(=O)C2=CC=CC3=NSN=C32)C(=O)NCC4=CC=CO4,Inactive,25,,,30.56,1.34437
1556,56317962,24980111,CCOC(=O)C1=C(NC(=O)NC1C)COC(=O)C2=CC(=C(S2)Br)Br,Inactive,25,,,30.55,6.01322
1557,24793996,2946624,CN1C(=O)C2=CC=CC=C2C(=N1)C3=CC(=C(C=C3)NCCCN(C)C)[N+](=O)[O-],Inactive,25,,,30.53,2.11702
1558,57268300,25163558,CC1=CC(=CC=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NNC(=O)C3=CC=CC=C3O,Inactive,25,,,30.51,2.199
1559,24811157,4430260,C1=CC(=CC(=C1)OCC2=CN3C=CC=NC3=N2)[N+](=O)[O-],Inactive,25,,,30.35,4.55534
1560,24838252,3242917,C1CN(CCC1C(=O)N2CCN(CC2)C(=O)C3=CC=CO3)S(=O)(=O)C4=CC=CC5=NSN=C54,Inactive,25,,,30.3,4.59916
1561,49735949,20935775,CC1=C(C=C(C=C1)C2=CC(=NO2)C)S(=O)(=O)NC(C)CC3=CC=CO3,Inactive,25,,,30.23,0.764173
1562,49726246,3164003,CC(C)(C)C(=O)N1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-],Inactive,25,,,30.19,11.0925
1563,51087330,7532086,CC1=CC=CC=C1NC(=O)CSC2=NN=C3N2N=C(C=C3)C4=CC=NC=C4,Inactive,25,,,30.13,1.78997
1564,24830350,2084008,CC(C)CN1C(=C(C(=O)N(C1=O)C)C(=O)COC(=O)C2=CC=C(O2)[N+](=O)[O-])N,Inactive,25,,,30.07,0.544594
1565,17409261,135479717,CC1=C(SC(=C1C#N)N)C(=O)N/N=C/C2=CC(=C(C(=C2)Br)O)OC,Inactive,25,,,30.04,3.88782
1566,14738141,4253314,COC1=C(C=C(C=C1)NC(=O)CCNS(=O)(=O)C2=CC=CC3=NSN=C32)OC,Inactive,25,,,30.03,6.23098
1567,14743236,1899681,CCOC(=O)C1=[N+](C2=C(C=CC(=C2)OC)N(C1=O)O)[O-],Inactive,25,,,30,1.83478
1568,17513997,12005756,CC1=C(C=[N+](C=C1)C\2=C(C3=CC=CC=C3C(=O)/C2=N\S(=O)(=O)C4=CC=CS4)[O-])C,Inactive,25,,,29.99,0.513583
1569,4249498,3243443,CC1CCN(CC1)C(=O)CN(C)S(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,25,,,29.92,2.65902
1570,24804591,5945190,CCCCC(=O)N/N=C/C1=CC=C(O1)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,25,,,29.86,10.7325
1571,26657620,2514403,CN1C=NN=C1SC2=C(C=C(C=C2)C(=O)OCC(=O)NCC(F)(F)F)[N+](=O)[O-],Inactive,24,,,29.56,2.42352
1572,14746756,1534875,CCN1C2=C3C(=C(C=C2)S(=O)(=O)NCC4=CN=CC=C4)C=CC=C3C1=O,Inactive,24,,,29.53,10.1161
1573,49714909,5925524,C1CS(=O)(=O)CC1NC(=O)/C(=C/C2=C(N=C3C=CC=CN3C2=O)OC4=CC=CC=C4F)/C#N,Inactive,24,,,29.5,1.61565
1574,14739386,802655,CC1=CN2C(=NC=C(C2=O)NC(=O)C3=CC=C(C=C3)F)C=C1,Inactive,24,,,29.44,3.13563
1575,49679878,694929,CCOC(=O)C1=CC=C(C=C1)NC2=NC(=NC(=C2)C)C3=CC=CC=C3,Inactive,24,,,29.32,1.72189
1576,85198664,4884940,CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC(=C(C=C2)Cl)NC(=O)CNC(C)C3=CC=CC=C3,Inactive,24,,,29.18,4.69881
1577,24803205,890662,C1=CC=C(C(=C1)CNC2=CC=CC3=C2N=CC=C3)O,Inactive,24,,,29.15,11.3553
1578,17414090,885318,CC1=CC(=NOC(=O)/C=C/C2=CC=CC=C2)C=C(C1=O)C,Inactive,24,,,29.14,8.1885
1579,4250787,3244548,CCN(CCCNC(=O)C1CCN(CC1)S(=O)(=O)C2=CC=CC3=NON=C32)CC4=CC=CC=C4,Inactive,24,,,29.11,2.8803
1580,17407554,11958704,CC1=C(C=CC(=C1)F)NCC2=CC3=C(C=C2[N+](=O)[O-])OCO3.C(=O)(C(=O)O)O,Inactive,24,,,29.01,4.28753
1581,860692,5389424,COC1=C(C=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)CCN3CCOCC3)C4=CC=CC=N4)/O)OC,Inactive,24,,,28.98,1.11953
1582,17510490,12005222,COC1=CC2=CC3=C(N=C2C=C1)SC(=C3)C(=O)NCCCN4CCC5=CC=CC=C5C4,Inactive,24,,,28.94,7.58124
1583,14740728,1394948,CCN1C2=C(C=C(C=C2)C)C(=C1O)N=NC3=NC(=O)CS3,Inactive,24,,,28.92,1.50247
1584,24807242,2947324,CCC(C(=O)NC1=NC=C(S1)[N+](=O)[O-])OC2=CC=CC=C2,Inactive,24,,,28.89,1.38762
1585,24840087,2555488,C1CCC(CC1)NC(=O)CSC2=C(C=C(C=C2)C(=O)N)[N+](=O)[O-],Inactive,24,,,28.86,7.31754
1586,4255875,2200051,CCN1C(=O)C2=C(C1=O)C=C(C=C2)C(=O)NC3=NC=CS3,Inactive,24,,,28.84,5.40862
1587,4243650,3238342,CC1CCCCC1NC(=O)CN(C)S(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,24,,,28.83,3.24917
1588,56321792,24981795,CN(CC(=O)NC1=CC(=C(C=C1)Cl)C(F)(F)F)C(=O)CC2=CSC=C2,Inactive,24,,,28.81,10.0458
1589,7976408,607627,CC1=CC2=C(C=C1)N3CCN(C4C3=C(C2=O)CC4)C(=O)C,Inactive,24,,,28.76,5.40437
1590,17515117,12005949,CC1=C(SC=[NH+]1)CCOC(=O)C2=CC=C(C=C2)[N+](=O)[O-].[Cl-],Inactive,24,,,28.73,1.4909
1591,49680893,9463355,CC1=CSC(=N1)NC(=O)C2=NC3=CC=CC=C3N=C2,Inactive,24,,,28.71,2.78472
1592,860741,662017,COCCCNC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC5=C(C=C4)OCO5)N,Inactive,24,,,28.68,6.37111
1593,49680703,4878376,C1CN(CCN1C2=NC=C(C=C2)C(F)(F)F)C(=O)C3=CC=C(S3)[N+](=O)[O-],Inactive,24,,,28.58,2.85531
1594,24798313,2947667,COC1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)NCC3CCCO3)[N+](=O)[O-],Inactive,24,,,28.57,3.4887
1595,87342011,42627818,CCOC(=O)C1=C(N(C(=O)NC1C2CC2)C[C@@H]3CC[C@H](O3)CC4=CC=C(C=C4)C5=CC=CC=C5)C,Inactive,23,,,28.44,5.72183
1596,14735065,2177873,CCN1C(=O)/C(=C/N(C2=CC=CC=C2)C(=O)C)/N(C1=S)C3=CC=CC=C3,Inactive,23,,,28.35,5.54373
1597,24781549,3101215,CC(C(=O)NN)NS(=O)(=O)C1=CC=C(C=C1)[N+](=O)[O-],Inactive,23,,,28.29,1.06219
1598,17409098,5861253,CCN1C(=NC2=CC=CC=C2C1=O)/C=C/3\C4=CC=CC=C4N(C3=O)C,Inactive,23,,,28.28,5.29715
1599,24779857,2562875,CC1=C(OC2=C1C=C(C=C2)OC)C(=O)NC3=NC4=CC=CC=C4N3,Inactive,23,,,28.21,2.56065
1600,17516177,4651019,C1=CC=C(C=C1)CNC(=O)COC(=O)C2=CC=C(S2)[N+](=O)[O-],Inactive,23,,,28.2,3.36891
1601,850687,653216,C1=COC(=C1)CNC2=NC3=NON=C3N=C2NCC4=CC=CO4,Inactive,23,,,28.03,5.32024
1602,24828710,4694254,COCC(=O)OCC(=O)NC1=C(C=C(C=C1)Cl)[N+](=O)[O-],Inactive,23,,,27.97,2.27342
1603,24828450,4885463,C=CCNC1=NN=C(S1)SC2=C(C=CC=N2)[N+](=O)[O-],Inactive,23,,,27.93,2.84112
1604,4250545,3244342,COC1=CC2=CC3=C(N=C2C=C1)OC(=C3)C(=O)N4CCC(CC4)C(=O)N,Inactive,23,,,27.74,4.18668
1605,14731940,9550177,CN1C(=O)CSC2=C1C=C(C=C2)NC(=O)NC3=CC(=CC=C3)OC,Inactive,23,,,27.72,3.56761
1606,49728742,3113408,C1CSC(=O)C1NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,23,,,27.58,3.54227
1607,843391,645680,C1=CC=C2C(=C1)NC(=N2)CSC3=NN=C(O3)C4=CC(=CC=C4)Br,Inactive,23,,,27.55,2.30795
1608,49729963,6489828,C1=CC2=C(C=C1NC(=O)CSC3=NC=C(C=C3)[N+](=O)[O-])NC(=O)N2,Inactive,23,,,27.53,4.44545
1609,22408762,6513742,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)OCC(=O)/C(=C(\C)/N)/C#N,Inactive,23,,,27.51,9.02233
1610,24811057,539714,CC1=C(C=CC(=C1)[N+](=O)[O-])N2C(=C(N=N2)C(=O)C)C,Inactive,23,,,27.42,1.43676
1611,24805663,16192728,CN1CCN(CC1)C(=O)NC2=CC=CC=C2.C(=O)(C(=O)O)O,Inactive,22,,,27.21,4.17155
1612,47193950,16738662,CCOC(=O)C1C2CC(C(C2C3=CC=CC=C3N1)O)O,Inactive,22,,,27.18,1.44793
1613,17386023,3647657,C1CCN2C(C1)C(=O)N(C2=O)CCCC(=O)N3CCN(CC3)C4=CC=C(C=C4)[N+](=O)[O-],Inactive,22,,,27.17,4.28431
1614,17509257,5053991,CCOC(=O)C1=CC=C(C=C1)CNCC2=CC=CC=C2,Inactive,22,,,27.15,5.84487
1615,865145,5390015,CCC1=CC2=C(C=C1O)OC(=C(C2=O)C3=CC=C(O3)C(=O)OCC)C(=O)OCC,Inactive,22,,,27.07,3.30725
1616,24813339,16193993,COC1=C(C=C2C(=C1)C(=O)N(C(=O)N2CC(=O)C3=CC=C(C=C3)Cl)CCC(=O)NCC4CCCO4)OC,Inactive,22,,,27.03,10.3922
1617,51085479,18577984,CN(C1CCCCC1)S(=O)(=O)C2=CC3=C4C(=C2)CCN4C(=O)CC3,Inactive,22,,,27.02,7.21992
1618,17433456,2931141,C1CCN(C1)C(=O)C2CCCN(C2)S(=O)(=O)C3=CC=CC=C3[N+](=O)[O-],Inactive,22,,,26.99,5.69129
1619,4248368,3242455,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)CCS(=O)(=O)C3=CC=CC4=NON=C43,Inactive,22,,,26.91,2.81995
1620,17505963,1388836,COC1=CC=CC=C1NC2=C(C(=O)C3=CC=CC=C3C2=O)N4CCCCC4,Inactive,22,,,26.76,2.68598
1621,56321338,18122041,CC1=C(C(=NN1C2=CC=CC=C2)C)NC(=O)COC3=CC=C(C=C3)C(=O)C,Inactive,22,,,26.75,2.90462
1622,24827616,4969162,CC(=O)N1CCN(CC1)C2=C(C=C(C=C2)C(=O)N)[N+](=O)[O-],Inactive,22,,,26.74,0.321347
1623,22401519,9557743,C1=CC=C2C(=C1)N=C(N2/N=C/C3=CC=C(S3)[N+](=O)[O-])N,Inactive,22,,,26.63,1.94534
1624,26667481,652678,CCOC(=O)CC1=CSC(=N1)NC(=O)CSC2=NC=NC3=C2C=NN3C4=CC=C(C=C4)OC,Inactive,22,,,26.62,3.477
1625,24785875,487737,COC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])O,Inactive,22,,,26.53,1.9698
1626,14739928,3719371,CCOC(=O)CC1N(C(=O)N(O1)C)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,22,,,26.39,4.13727
1627,14746296,2233708,CN(CC(=O)NC1=NC2=CC=CC=C2S1)S(=O)(=O)C3=CC=C(C=C3)Br,Inactive,22,,,26.39,2.48283
1628,860559,5389378,C1COCCN1CCN2C(/C(=C(\C3=CC=CC=C3)/O)/C(=O)C2=O)C4=CC=CC=N4,Inactive,22,,,26.38,2.19345
1629,57259671,16307837,CN1C=C(C2=CC=CC=C21)C(=O)OCC(=O)NC3=CC=CC=C3OC,Inactive,22,,,26.38,1.00432
1630,24807893,9594270,CN1CCN(CC1)/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,22,,,26.35,1.0036
1631,22416695,2207571,CCOC1=CC=CC=C1NC(=S)NNS(=O)(=O)C2=C(C=C(C=C2C)C)C,Inactive,22,,,26.27,7.76733
1632,17387042,1813145,CCN1C(=O)/C(=C/C2=C(N(C(=C2)C)C)C)/SC1=NC3=CC=C(C=C3)OC,Inactive,22,,,26.22,8.09668
1633,22401108,6145444,CC\1CCCC/C1=N\NC2=C(C=C(C=C2)S(=O)(=O)N)[N+](=O)[O-],Inactive,22,,,26.17,5.55346
1634,24812830,827252,C1=CC=C2C=C3C(=CC2=C1)C=CC=C3C(=O)N,Inactive,22,,,26.13,4.46929
1635,4251518,3245189,C1CN(C2=CC=CC=C21)C(=O)CCNS(=O)(=O)C3=CC=CC4=NSN=C43,Inactive,21,,,26.04,2.46827
1636,24790001,2227993,CC1=CC=CC=C1CNC(=O)C2=CC=CC=C2NS(=O)(=O)C,Inactive,21,,,26.02,4.22403
1637,24833997,9677709,C1C=CC\2C1C/C2=N\NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Inactive,21,,,25.79,5.17534
1638,49641081,6401485,CC1=CC(=C2C(=C1)C3=C(N2)N=C(N=N3)SCC(=O)O)C,Inactive,21,,,25.79,4.40197
1639,17511686,948493,CN1C=NC(=C1OC2=CC=CC3=CC=CC=C32)[N+](=O)[O-],Inactive,21,,,25.76,3.18043
1640,57265914,16314206,CN(C1=CC=CC=C1)S(=O)(=O)C2=CC=CC(=C2)NC(=O)COC3=CC=CC(=C3)[N+](=O)[O-],Inactive,21,,,25.69,3.87365
1641,17516437,9568815,COC1=C(C=C(C=C1)/C=C/C(=O)O/N=C(/C2=CC=CC=C2)\N)OC,Inactive,21,,,25.64,2.87011
1642,26661933,6858420,C1=CC(=CC(=C1)[N+](=O)[O-])/C=N/N2C=NN=C2,Inactive,21,,,25.55,6.17773
1643,24817086,3644675,CC1=NC(=NN1C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NC3=CC=C(C=C3)OC,Inactive,21,,,25.37,0.576008
1644,51090818,18573244,COC1=C(C=C(C=C1)C2=CSC(=N2)NC(=O)CS(=O)(=O)C3=CC=C(C=C3)F)OC,Inactive,21,,,25.37,5.53291
1645,24813362,4249635,CC(=O)C1=CC(=CC=C1)NC(=O)CCNS(=O)(=O)C2=CC=CC3=NON=C32,Inactive,21,,,25.34,4.46038
1646,7972831,2055854,C1=COC(=C1)CNC(=O)NC2=CC3=NSN=C3C=C2,Inactive,21,,,25.26,4.24393
1647,852339,596005,C1CN(CCN1C2=NC=CC=N2)S(=O)(=O)C3=CC=CC4=NSN=C43,Inactive,21,,,25.26,3.85259
1648,24803010,3125141,CC1=CC(=O)N(C(=O)N1CCCCOC2=CC=C(C=C2)[N+](=O)[O-])C,Inactive,21,,,25.23,2.02716
1649,17401612,3797174,C1=CC=C(C=C1)C2=CC(=NC3=NC(=NN23)NC(=O)CCC(=O)O)C4=CC=CC=C4,Inactive,21,,,25.16,2.97032
1650,7974486,1363858,COC1=CC(=CC(=C1)C(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4O3)OC,Inactive,21,,,24.99,4.88134
1651,24818148,6390760,C1C2CN(CC1C3=CC=CC(=O)N3C2)/C=C/4\C(=O)OC(=N4)C5=CC=C(C=C5)[N+](=O)[O-],Inactive,20,,,24.92,3.59824
1652,24837390,291456,CNC1=C(C=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)[N+](=O)[O-],Inactive,20,,,24.68,0.717335
1653,17513735,940040,CC1=C(SC=C1)/C=C\2/C(=O)C3=C(O2)C=C(C=C3)OC,Inactive,20,,,24.67,3.822
1654,3711988,2997842,CC1=C(NC(=C1C(=O)C)C)C(=O)COC2=CC=CC=C2OC,Inactive,20,,,24.65,1.25595
1655,4240537,3235633,C1CC(CN(C1)S(=O)(=O)C2=CC=CC3=NSN=C32)C(=O)N4CCC5=CC=CC=C54,Inactive,20,,,24.63,4.36887
1656,24789318,2947347,CN1C(=NN=N1)SCC(=O)NC2=C(C=C(C=C2)OC)[N+](=O)[O-],Inactive,20,,,24.61,4.83434
1657,24811123,626179,COC1=CC=CC2=C1OC(=O)C(=C2)C3=NC4=CC=CC=C4O3,Inactive,20,,,24.53,2.15736
1658,49715785,5129972,CC1=CC=CC=C1NC(=O)CCNS(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,20,,,24.52,3.14916
1659,4264058,828649,C1=CSC(=C1)C2=NC3=C(N2)C=C(C=C3)NC(=O)C4=CC=CS4,Inactive,20,,,24.51,2.18266
1660,24807144,16192818,CCN1C(=[N+](C2=CC(=C(C=C21)Cl)Cl)CCOC(=O)C)C.[I-],Inactive,20,,,24.39,3.65126
1661,843711,646013,C1=CC2=C(C3=C(C=C2)C(C(=C(O3)N)C#N)C4=CN=CC=C4)N=C1,Inactive,20,,,24.38,6.52529
1662,22406761,3303189,CC(C1=CC=CC=C1)NC(=O)COC(=O)C2=CC=C(S2)[N+](=O)[O-],Inactive,20,,,24.25,0.71169
1663,49673959,1382685,CC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CCC(=O)N3CCN(CC3)C,Inactive,20,,,24.23,3.01518
1664,57258261,25162324,CC(C(=O)NC1=CC=C(C=C1)NC(=O)C)OC(=O)COC2=CC=C(C=C2)NC3=CC=CC=C3,Inactive,20,,,24.09,3.97261
1665,4247029,3241289,COC1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)SCC(=O)NCC4=CC=CO4,Inactive,20,,,24.07,2.60087
1666,7977191,5310870,C/C(=C\C(=O)C1=CC=NC=C1)/NC2=CC=CC=C2O,Inactive,20,,,24.02,3.51632
1667,14741290,1847235,CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=NN2)C3=CC=CC=C3O,Inactive,20,,,23.96,1.43293
1668,22402536,6218884,CNC1=C(C=C(C=C1)/C=C(\CCC(=O)O)/C2=NC3=CC=CC=C3S2)[N+](=O)[O-],Inactive,20,,,23.94,1.02447
1669,22413807,5401043,CC1=C2C(=CC(=N1)C(=O)NC3=CC=C(C=C3)OC)C4=CC=CC=C4N2,Inactive,20,,,23.93,7.11112
1670,24787271,9693065,C1=CC(=CC=C1/C=N/NC(=O)CCNC(=O)C2=CC=C(C=C2)[N+](=O)[O-])F,Inactive,20,,,23.91,3.34814
1671,4261793,5771733,CC1=CC=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)CCN3CCOCC3)C4=CC=CC=N4)/O,Inactive,19,,,23.67,3.52295
1672,26726376,9687094,C1=CC(=CN=C1)/C=N/NC2=C(C(=NC=N2)Cl)N,Inactive,19,,,23.57,1.53523
1673,17411638,135446679,CC1=C(C(=O)N(N1)C2=CC=CC=C2)/C=N/NC3=NC(=CN=N3)C4=CC=CC=C4,Inactive,19,,,23.51,4.26764
1674,852576,655199,CC(CC1C(=C(SC(=C1C#N)N)N)C#N)C2=CC=CC=C2,Inactive,19,,,23.5,2.18342
1675,848364,650810,C1=CSC=C1C2C(=C(OC3=C2OC(=CC3=O)CO)N)C#N,Inactive,19,,,23.48,6.23571
1676,49718037,828708,CCCN1C=NC2=C1C=CC(=C2)NC(=O)C3=CC=CO3,Inactive,19,,,23.39,2.48738
1677,14734130,885433,CC1=CC(=NOC(=O)C2=CC(=CC=C2)[N+](=O)[O-])C=C(C1=O)C,Inactive,19,,,23.39,1.4359
1678,26671052,135420882,C1=CC=C2C(=C1)/C(=C/C3=C(N=C(S3)NC4=CC=C(C=C4)F)O)/C=N2,Inactive,19,,,23.35,2.68396
1679,864683,665924,CC1=CN2C(=NC3=C(C2=O)C=C(N3C)C(=O)NCCCN4C=CN=C4)C=C1,Inactive,19,,,23.16,1.00868
1680,26665905,5788116,CC1=C(C(C(=C(N1)C)C(=O)OCCOC)/C=C/C2=CC=CC=C2OC)C(=O)OCCOC,Inactive,19,,,22.92,1.03713
1681,17403602,743472,CC1=CC=C(C=C1)CNC(=O)C2=CC=C(O2)[N+](=O)[O-],Inactive,19,,,22.9,3.80721
1682,3716909,2550704,CCCCN1C(=C(C(=O)NC1=O)N(CC)C(=O)C2=CC3=C(C=C2)C(=O)C4=CC=CC=C4S3(=O)=O)N,Inactive,19,,,22.82,4.61737
1683,26657720,2450527,C1=CC(=CN=C1)NC(=O)C2=CC=C(C=C2)NC(=O)CC#N,Inactive,19,,,22.78,3.61223
1684,14731062,1296926,CC1=CC(=C(C=C1)OC(F)F)NC(=O)NC2=CC=CC(=C2)C(F)(F)F,Inactive,19,,,22.63,4.13201
1685,49645817,564870,C1=CC=C(C=C1)NC(=O)C2=C(N=CN2)C(=O)NN,Inactive,19,,,22.6,1.68167
1686,24812114,16193520,C1CCC(=CC1)CCNC(=O)CN2C=CC=C2C(=O)C3=CC=CC=C3,Inactive,19,,,22.59,8.94578
1687,4260592,135420404,CC1=CC=C(C=C1)NC2=NC(=CC(=O)N2)CSC3=NN=NN3C4=CC=CC=C4,Inactive,18,,,22.31,2.48189
1688,849918,652430,C1COCCN1C(=O)C2=NN3C(=CC(=NC3=N2)C4=CC=CC=C4)C(F)(F)F,Inactive,18,,,22.29,5.08707
1689,7973924,2895424,C=CCSC1=NC2=C(C3=CC=CC=C3NC(O2)C4=CN=CC=C4)N=N1,Inactive,18,,,22.27,9.13879
1690,56318007,16283257,CC(C)CN1C(=C(C(=O)N(C1=O)C)C(=O)COC(=O)CCNS(=O)(=O)C2=CC=CC=C2)N,Inactive,18,,,22.17,4.18903
1691,24807819,9591526,C1CCN(C1)C(=O)C(=O)N/N=C/C2=CC=CC=C2[N+](=O)[O-],Inactive,18,,,22.13,5.31267
1692,7977852,2922157,C1=CC=C2C(=C1)C(=O)NC3(N2)C4=CC=CC=C4NC3=O,Inactive,18,,,22.09,8.62898
1693,858234,659579,CC1=CC(=NC(=N1)C2=CC=CC=C2O)NCCCN,Inactive,18,,,21.97,1.01303
1694,51086271,7539798,CC1=CC(=C2C(=C1)SC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)C,Inactive,18,,,21.97,7.43014
1695,51085198,7136406,C1CN(CCN1C2=NC3=CC=CC=C3S2)C(=O)C4=CC=CS4,Inactive,18,,,21.94,2.6389
1696,17386137,6876909,CCOC1=CC=C(C=C1)N(CC(=O)N/N=C/C2=C(C=CC(=C2)[N+](=O)[O-])Cl)S(=O)(=O)C,Inactive,18,,,21.85,2.92247
