PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ConfValue1,DMSOMean1,DMSOStddev1,EC80Mean1,EC80Stddev1,ECMAXMean1,ECMAXStddev1,Zprime_DMSO_EC80_1,Zprime_DMSO_ECMAX_1,ConfValue2,DMSOMean2,DMSOStddev2,EC80Mean2,EC80Stddev2,ECMAXMean2,ECMAXStddev2,Zprime_DMSO_EC80_2,Zprime_DMSO_ECMAX_2
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,minimum fluorescence intensity value subtracted from the maximum fluorescence intensity value for sample 1 of test compound,Mean of the DMSO (vehicle) control for sample 1 calculated on a per plate basis,Standard deviation of the DMSO (vehicle) control for sample 1 calculated on a per plate basis,Mean of the EC80 acetylcholine control for sample 1 calculated on a per plate basis,Standard deviation of the EC80 acetylcholine control for sample 1 calculated on a per plate basis,Mean of the ECMax acetylcholine control for sample 1 calculated on a per plate basis,Standard deviation of the ECMax acetylcholine control for sample 1 calculated on a per plate basis,Zprime for sample 1 calculated as 1-[3* (EC80Stddev1 + DMSOStddev1) / (EC80Mean1 - DMSOMean1)],Zprime for sample 1 calculated as 1-[3* (ECMAXStddev1 + DMSOStddev1) / (ECMAXMean1 + DMSOMean1)],minimum fluorescence intensity value subtracted from the maximum fluorescence intensity value for sample 2 of test compound,Mean of the DMSO (vehicle) control for sample 2 calculated on a per plate basis,Standard deviation of the DMSO (vehicle) control for sample 2 calculated on a per plate basis,Mean of the EC80 acetylcholine control for sample 2 calculated on a per plate basis,Standard deviation of the EC80 acetylcholine control for sample 2 calculated on a per plate basis,Mean of the ECMax acetylcholine control for sample 2 calculated on a per plate basis,Standard deviation of the ECMax acetylcholine control for sample 2 calculated on a per plate basis,Zprime for sample 2 calculated as 1-[3* (EC80Stddev2 + DMSOStddev2) / (EC80Mean2 + DMSOMean2)],Zprime for sample 2 calculated as 1-[3* (ECMAXStddev2 + DMSOStddev2) / (ECMAXMean2 - DMSOMean2)]
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
343,856839,658199,CCCCOC1=CC=C(C=C1)C(=O)OC2CC(N(CC2C)C)C,Active,100,,,23.327,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,64.674,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
344,856944,5389056,CC1=NC2=C(O1)CCC3=CC=CC=C3C2N4CCN(CC4)C.C(=C/C(=O)O)\C(=O)O,Active,100,,,18.633,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,21.551,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
345,856951,658311,CC1=CC(=C(C=C1CN2C=CN=C2)C)CN3C=CN=C3,Inactive,0,,,489.061,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,628.02,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
346,856981,658341,COC1=CC=C(C=C1)C(=O)C(CN2CCCC2)C3=CC=CC=C3,Active,100,,,114.346,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,364.49,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
347,857007,658366,CC1=CC=C(C=C1)N(CC(=O)N2CCN(CC2)C3=CC=CC=C3)C=NC#N,Inactive,0,,,554.123,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,576.591,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
348,857041,658399,C1CCC(CC1)CCCOC(=O)CN2CCOCC2,Inactive,0,,,495.776,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,537.776,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
349,857050,658407,CC1=CC(=NC(=N1)N2CCN(CC2)C3=NC(=CC(=N3)C)C)C,Inactive,0,,,727,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,710.816,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
350,857099,658457,CCN1CCC2=C(C1)C(=NC(=C2C#N)N3CCOCC3)NCC4=CC=CC=C4,Inactive,0,,,611.755,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,531.816,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
351,857145,658494,CC1=CC=C(C=C1)S(=O)(=O)NCCCC(=O)C=[N+]=[N-],Inactive,0,,,598.082,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,622.225,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
352,857146,1897249,CC(=O)/C(=C(/C=C/C=C/N(C)C)\N(C)C)/C(=O)OC,Inactive,0,,,607.285,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,590.98,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
353,857164,6603355,CCN(CC)CC(COC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O)O.Cl,Active,100,,,10.041,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,15.387,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
354,857174,623871,CCCCC1=NC(=C(C2=C1CSC(C2)(C)C)C#N)N3CCNCC3,Active,100,,,34.225,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,87.266,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
355,857193,658546,CC1=CC=C(C=C1)NC2=C(C(C(C(C2)(C)O)C(=O)C)C3=CC=CO3)C(=O)C,Inactive,0,,,650.224,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,641.735,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
356,857207,619096,CCC1=NC(=C(C2=C1CSC(C2)(C)C)C#N)N3CCNCC3,Active,100,,,185.755,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,341.816,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
357,857213,658562,C1=CC=C2C(=C1)N=C3N2C=CS3,Inactive,0,,,660.959,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,686.184,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
358,857277,658619,C=CCOC(=O)NC1=C(C=C(C=C1)Cl)NC(=O)OCC=C,Inactive,0,,,690.041,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,658.633,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
359,857316,658665,COC(=O)C1=C(C2=CC=CC=C2N1)NC(=O)CCN3CCN(CC3)C4CCCCC4,Active,100,,,360.714,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,416.714,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
360,857318,658667,C1CSCCN1C2=NC=NC3=C2NC4=CC=CC=C43,Inactive,0,,,693.184,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,662.429,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
361,857354,658701,CCN(CC)CC1=C(C=CC(=C1)CC(C(=O)N)C(=O)N)OC,Inactive,0,,,736.817,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,608.143,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
362,857356,658703,C1=CC=C(C=C1)CNC2=C(C(=NC=C2)NCC3=CN=CC=C3)C#N,Active,100,,,447.612,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,435.367,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
363,857370,658716,CCC(=NC1=CC=C(C=C1)CC2=CC=NC=C2)C3=C(N(C(=O)N(C3=O)C)C)O,Active,100,,,515.837,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768,580.409,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755
364,857375,658721,C1CN(CCN1)CCN2C=NC3=C(C2=O)NC4=CC=CC=C43,Inactive,0,,,750.735,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,687.653,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
365,857377,658723,COC(=O)C1=C(C2=C(N1)C=CC(=C2)Br)NC(=O)CN3CCN(CC3)C4CCCCC4,Active,100,,,271.245,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,375.878,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
366,857386,658731,CC1=CC2=C(C=C1)NC3=C2N=CN=C3N4CCCCCC4,Active,100,,,323.388,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,450.387,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
367,857431,658782,CN1C2=C(N=C1N3CCN(CC3)C4=CC=CC=N4)N(C(=O)N(C2=O)CC5=CC=C(C=C5)Cl)C,Inactive,0,,,614.714,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,622.347,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
368,857472,658823,CCOC(=O)C1CCCN(C1)CC(=O)NC2=C(NC3=CC=CC=C32)C(=O)OC,Active,100,,,508.511,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,595.449,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
369,857474,658825,CC1=CC2=C(C=C1)NC(=C2NC(=O)CCN3CCN(CC3)C4CCCCC4)C(=O)OC,Active,100,,,80.123,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,117.531,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
370,857537,2839312,CCN1C2=CC=CC=C2N(C1=N)CC(=O)C34CC5CC(C3)CC(C5)C4.Br,Active,100,,,134.183,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,262.102,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
371,857602,24944,CC(=O)OCC1=C([N+](=O)C2=CC=CC=C2N1[O-])COC(=O)C,Inactive,0,,,594.653,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,672.918,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
372,857667,6603381,CC(C)(C)NC(=O)CN1C=CC(=N)C2=CC=CC=C21.Cl,Inactive,0,,,454.164,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,497.531,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
373,857669,5728437,COC1=CC=CC=C1CC2/C(=N/O)/C3CCN2CC3.Cl,Inactive,0,,,522.245,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,557.122,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
374,857709,659068,CC1CN=C(S1)NC2=CC=C(C=C2)N(C)C,Inactive,0,,,616.123,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,595.857,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
375,857762,5389110,CC(CC/C=C(\C)/CCC=C(C)C)NCCN1CCNCC1,Active,100,,,336.755,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,443.796,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
376,857787,2894305,C1CN(CC2=CC=CC=C21)CCC(=O)C3=CC4=C(C=C3)OCCO4.Cl,Active,100,,,488.877,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768,484.51,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755
377,857788,2893616,C1CN(CCC2=CC=CC=C21)CCC(=O)C3=CC4=C(C=C3)OCCO4.Cl,Active,100,,,179.204,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,251.592,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
378,857825,659178,CCN1C2=CC=CC=C2N(C1=N)CC(=O)C3=CC(=CC=C3)OC,Active,100,,,398.959,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,495.714,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
379,857849,659199,C1CN(CC2=C1NC3=C2C=C(C=C3)F)C(=O)CN4CCN(CC4)CC5=CC6=C(C=C5)OCO6,Inactive,0,,,477.327,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,476.877,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
380,857889,659233,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)Br)NC(=O)CCN3CCCCC3,Active,100,,,20.837,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,29.98,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
381,857900,6603488,CC1=CC=C(C=C1)CN2C3=CC=CC=C3N4C2=NCCC4.Cl,Inactive,0,,,394.918,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,443.49,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
382,857903,6602820,CCN(CC)CCOC(=O)C1=C(OC2=C1C=C(C=C2)O)C.Cl,Active,100,,,262.184,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,330.286,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
383,857906,6462668,C1CN2CCC1C(C2)C(CC3=CC=CC=C3)(C4=CC=CC=C4)O.Cl,Active,100,,,30.714,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,78.755,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
384,857965,135449567,CCCCC(=NCCO)C1=C(C(C(CC1=O)(C)C)C(=O)OC)O,Inactive,0,,,763.694,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,584.408,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
385,858010,659357,CC(=O)N(CC1(CCCC1)C2=CC(=C(C=C2)OC)OC)C(=O)C,Inactive,0,,,595.306,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,496.837,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
386,858014,6603256,CCN(CC)CCOC(=O)C1(CCCC1)C2=CC(=C(C=C2)OC)OC.Cl,Active,100,,,178.429,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,150.775,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
387,858020,6603194,CN1C2=CC=CC=C2N(C1=N)CC(=O)C3=CC(=CC=C3)OC.Br,Active,100,,,402.367,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,484.51,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
388,858041,659397,C=CCNC(=O)C(C#N)C1=NC2=CC=CC=C2N=C1N3CCCCCC3,Inactive,0,,,620.163,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,586.571,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
389,858131,659486,C1CN2CCC1C(=O)[C@H]2CC3=C(C4=CC=CC=C4C=C3)O,Active,100,,,101.919,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,81.347,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
390,858219,659566,C1CCC(CC1)NC(=O)N2C3=CC=CC=C3OC2=O,Inactive,0,,,743.653,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,663.061,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
391,858262,659604,CSC1=NC2=CC=CC=C2N1C(=O)NC3CCCCC3,Inactive,0,,,599.224,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,563.143,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
392,858285,659625,CC1=CC2=C(C=C1)NC3=C2CN(CC3)C(=O)CN4CCSCC4,Inactive,0,,,443.143,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,508.143,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
393,858293,659631,CCCCN1C(=C(C(=O)NC1=O)C=NC2=C(N(N(C2=O)C3=CC=CC=C3)C)C)O,Inactive,0,,,486.551,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,535.572,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
394,858326,659661,CC(C(F)(F)F)(C(F)(F)F)NC(=O)NC1=NN=C(S1)C(F)(F)F,Active,100,,,516.265,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,509.755,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
395,858344,659675,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N=CC3=C(N(C(=O)NC3=O)CCC4=CC=C(C=C4)F)O,Active,100,,,303.285,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,214.388,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
396,858354,659683,CCOC(=O)NC(C(F)(F)F)(C(F)(F)F)NC1=C(C2=C(S1)CN(CC2)C)C(=O)OC,Inactive,0,,,416.47,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,469.775,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
397,858408,659734,CC1=C2C(=NN=C(C2=C(N1CC3=CC=CC=C3)C)C)C,Active,100,,,312.245,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,453.551,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
398,858411,659737,C1CN2CCC1C(C2)OC(=O)C34CC5CC(C3)CC(C5)C4,Active,100,,,22.306,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,20.53,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
399,858445,659765,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N=CC3=C(N(C(=O)NC3=O)CCC4=CC=CC=C4)O,Active,100,,,338.449,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,148.143,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
400,858450,3330803,C1=COC(=C1)CN2C(=C(C(=O)NC2=O)C=NCCCN3C=CN=C3)O,Inactive,0,,,730.51,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,613.429,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
401,858557,659867,CN1CCN(CC1)C2=NC=NC3=C2NC4=C3C=C(C=C4)F,Inactive,0,,,511.347,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,571.734,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
402,858586,659893,CC1=CC(=NN1C2=C(C(=C(C(=C2F)F)CN3CCCCC3)F)F)C,Inactive,0,,,742.041,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,538.265,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
403,858605,659912,CN1CCC2=C(C1)SC3=C2C4=NC(=NN4C=N3)C5=CC=CC=C5O,Active,100,,,211.224,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,494.428,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
404,858624,659929,C1CN(CC2=C1NC3=C2C=C(C=C3)Br)C(=O)CN4CCSCC4,Active,100,,,98.327,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,150.082,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
405,858654,6603338,C1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)N.Cl,Active,100,,,120.612,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,452.367,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
406,858683,659991,COC1=CC=CC=C1N2CCN(CC2)C(=O)C3C4=CC=CC=C4OC5=CC=CC=C35,Inactive,0,,,550.551,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,594.898,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
407,858782,2790722,CCOC(=O)C1=CN=C2C(=C1N3CCN(CC3)C)C=CC(=C2Cl)Cl.Cl,Inactive,0,,,474.939,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,547.163,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
408,858788,6603119,CC(C)O.CN1CCC2=C([C@H]1C3=CN=CC=C3)C4=C(N2C)CCN([C@@H]4C5=CN=CC=C5)C.Cl,Inactive,0,,,631.306,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,616.102,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
409,858791,660100,CCN(CC)C1=CC=C(C=C1)C2=NC3=C(N2C)C=CN=C3,Active,100,,,51.775,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,75.98,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
410,858820,660127,CC1=CC=C(C=C1)SCC2=C3C(=NN2)OC(=C(C34CCN(CC4)C(=O)C)C#N)N,Inactive,0,,,707.919,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,643.387,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
411,858824,660131,COC(=O)C1=CN(C(=O)C(=C1)Br)CCC2=CC=C(C=C2)F,Inactive,0,,,526.449,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,498.857,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
412,858929,660235,CCCC1=C(C2=NC3=CC=CC=C3N2C(=C1)NC4=C(N(N(C4=O)C5=CC=CC=C5)C)C)C#N,Inactive,0,,,458.694,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,505.959,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
413,858937,660243,C1C2=CC=CC=C2C(=O)N1CCNS(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,694.755,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,653.898,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
414,858952,660256,C1CCCN(CC1)C2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,557.939,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,531.123,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
415,858977,660280,CN1C(NC2=C(C1=O)C3=C(S2)CCCC3)C4=CC=CC=C4O,Inactive,0,,,554.265,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,554.673,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
416,859031,660332,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)CCN3CCCC(C3)C,Active,100,,,361.979,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,377.613,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
417,859047,6603166,CCOC(=O)CN1C2=CC=CC=C2N(C1=N)CCOC3=CC=CC(=C3)C.Cl,Inactive,0,,,596.775,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,610.041,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
418,859048,2911586,C1CN2CCC1C(C2)OC(=O)C3=CC(=CC=C3)Cl.Cl,Active,100,,,30.367,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,75.592,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
419,859108,660409,CC(=O)N(CC1=CC=CC=C1)C2=CC=C(C=C2)C(=O)O,Active,100,,,16.225,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,15.979,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
420,859153,660453,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)CCN3CCC4=CC=CC=C4C3,Active,100,,,416.775,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,419.816,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
421,859164,2921451,C1CCN(CC1)CCN2C3=CC=CC=C3N(C2=N)CC(C4=CC(=CC=C4)Br)O.Cl,Inactive,0,,,440.204,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,453.694,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
422,859166,54686765,CCN(CC)CCCNC(=O)C1=C(C2=CC=CC=C2N(C1=O)CC3=CC=CC=C3)O.Cl,Active,100,,,374.449,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,412.286,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
423,859206,660511,C1CN(CCC1N2CCN(CC2)C(=O)COC3=CC4=CC=CC=C4C=C3)CC5=CC=CC=C5,Inactive,0,,,528.796,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,532.041,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
424,859259,54695776,CCCN1C2=C(CCCC2)C(=C(C1=O)C(=O)NC3=C(C=CC=N3)C)O,Active,100,,,376.347,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,465.49,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
425,859270,660569,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)CCN3CCC(CC3)C,Active,100,,,412.225,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,439.102,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
426,859330,660634,CN1CCN(CC1)CC(=O)NC2=C(OC3=C2C=C(C=C3)OC)C(=O)C4=CC=CC=C4,Inactive,0,,,389.49,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,442.265,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
427,859437,2928499,CN(C)CCCOC(=O)CC1=CC=C(C=C1)Cl.Cl,Inactive,0,,,445.898,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,480.755,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
428,859616,660919,CCN(CC)CCCNC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13,Active,100,,,175.408,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,208.388,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
429,859675,2927753,C1CN2CCC1C(C2)OC(=O)COC3=CC=CC=C3.Cl,Active,100,,,96.572,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,66.428,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
430,859708,661014,CCNC(=O)C1=CC2=C(N=C3C(=CC=CN3C2=O)C)N(C1=N)CC4=CC=C(C=C4)C,Inactive,0,,,668.53,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,548.489,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
