PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ConfValue1,DMSOMean1,DMSOStddev1,EC80Mean1,EC80Stddev1,ECMAXMean1,ECMAXStddev1,Zprime_DMSO_EC80_1,Zprime_DMSO_ECMAX_1,ConfValue2,DMSOMean2,DMSOStddev2,EC80Mean2,EC80Stddev2,ECMAXMean2,ECMAXStddev2,Zprime_DMSO_EC80_2,Zprime_DMSO_ECMAX_2
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,minimum fluorescence intensity value subtracted from the maximum fluorescence intensity value for sample 1 of test compound,Mean of the DMSO (vehicle) control for sample 1 calculated on a per plate basis,Standard deviation of the DMSO (vehicle) control for sample 1 calculated on a per plate basis,Mean of the EC80 acetylcholine control for sample 1 calculated on a per plate basis,Standard deviation of the EC80 acetylcholine control for sample 1 calculated on a per plate basis,Mean of the ECMax acetylcholine control for sample 1 calculated on a per plate basis,Standard deviation of the ECMax acetylcholine control for sample 1 calculated on a per plate basis,Zprime for sample 1 calculated as 1-[3* (EC80Stddev1 + DMSOStddev1) / (EC80Mean1 - DMSOMean1)],Zprime for sample 1 calculated as 1-[3* (ECMAXStddev1 + DMSOStddev1) / (ECMAXMean1 + DMSOMean1)],minimum fluorescence intensity value subtracted from the maximum fluorescence intensity value for sample 2 of test compound,Mean of the DMSO (vehicle) control for sample 2 calculated on a per plate basis,Standard deviation of the DMSO (vehicle) control for sample 2 calculated on a per plate basis,Mean of the EC80 acetylcholine control for sample 2 calculated on a per plate basis,Standard deviation of the EC80 acetylcholine control for sample 2 calculated on a per plate basis,Mean of the ECMax acetylcholine control for sample 2 calculated on a per plate basis,Standard deviation of the ECMax acetylcholine control for sample 2 calculated on a per plate basis,Zprime for sample 2 calculated as 1-[3* (EC80Stddev2 + DMSOStddev2) / (EC80Mean2 + DMSOMean2)],Zprime for sample 2 calculated as 1-[3* (ECMAXStddev2 + DMSOStddev2) / (ECMAXMean2 - DMSOMean2)]
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
1056,4250784,3244546,CN1C(C(C2=CC=CC=C2C1=O)C(=O)N3CCN(CC3)C4=CC=CC=C4)C5=CC(=C(C=C5)OC)OC,Inactive,0,,,568.143,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,507.775,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1057,4250787,3244548,CCN(CCCNC(=O)C1CCN(CC1)S(=O)(=O)C2=CC=CC3=NON=C32)CC4=CC=CC=C4,Active,100,,,262.837,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,344.979,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1058,4250880,3244635,C1CN(CCC1C(=O)NCCN2CCOCC2)C3=NC4=CC=CC=C4O3,Active,100,,,439.53,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,476.388,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1059,4250892,2798860,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3=NN=C(S3)C4CC4,Active,100,,,450.959,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786,510.306,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796
1060,4250905,3244658,CCCOC1=CC2=C(C=C1)OC(=O)C3=C2CCCN3C(=O)CN(C)CC4=CC=CC=C4,Active,100,,,335.347,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,435.98,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1061,4251105,3244834,CCN(CCCNC(=O)C1=C(OC(=O)C=C1C)C)C2=CC=CC(=C2)C,Active,100,,,525.694,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768,519,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755
1062,4251155,3244877,C1CN(CCN1CCOCCO)CC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,Active,100,,,26.53,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,20.551,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1063,4251165,3244887,CC1=C(C(=NN1C)C)CN(C)C(=O)C2=NN3C(CC(NC3=C2)C4=CC=CS4)C(F)(F)F,Inactive,0,,,593.367,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,587.204,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1064,4251191,3244910,CN1C(C(C2=CC(=C(C=C2C1=O)OC)OC)C(=O)N3CCN(CC3)C4=CC=CC=N4)C5=CC=CS5,Inactive,0,,,602.204,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,605.796,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1065,4251277,3244985,CCOC(=O)C1CCN(CC1)C(=O)C2=CC3=C(O2)N=C4C=CC(=CC4=C3)OC,Active,100,,,399.102,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,465.776,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1066,4251366,3245065,CC(C)(C)C1=CN=NN1C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)Br,Active,100,,,443.021,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782,676.04,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822
1067,4251377,3245074,CCC1=CC=C(C=C1)NC(=O)NC2=CC=CS2,Inactive,0,,,561.571,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,576.694,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1068,4251404,3245097,COCCNC1=NC(=NC2=CC=CC=C21)SCC(=O)N3CCN(CC3)C4=CC=CC=C4OC,Active,100,,,522.428,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,482.735,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
1069,4251449,3245135,CCOC(=O)N1CCN(CC1)C(=O)C2=CC3=C(C=C2)C(=O)N4CCCCCC4=N3,Active,100,,,274.877,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,325.449,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1070,4251451,9555299,CC1=CC(=NN1C2=NN=CN2/N=C/C3=CC=CC=C3F)C,Inactive,0,,,587.878,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,565.081,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1071,4251491,3245169,CN(CC1=CC=CC=C1)CC(=O)N2CCCC3=C2C(=O)OC4=C3C=C(C=C4)O,Active,100,,,495.633,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,437.735,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
1072,4251511,808421,CCN1C2=CC=CC=C2C3=NC4=CC(=C(C=C4N=C31)OC)OC,Inactive,0,,,398.959,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,525.061,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1073,4251523,3245194,CCOC1=CC=CC=C1NC(=O)CN(C2=CC=C(C=C2)C)S(=O)(=O)C3=C(NN=C3C)C,Inactive,0,,,481.123,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,578.918,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1074,4251556,3245224,CC1=C(C(=NO1)C)S(=O)(=O)N2CCC(CC2)C(=O)N3CCN(CC3)C4=CC=C(C=C4)F,Inactive,0,,,572.858,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,530.898,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1075,4251573,3245239,C1CN(CCN1C2=CC=CC=N2)C(=O)C(C3=CC=CC=C3)NS(=O)(=O)C4=CC=CC5=NSN=C54,Active,100,,,393.51,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,467,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1076,4251580,686152,C1=COC(=C1)C2=NC3=C(C=C(C=C3)Br)C(=C2)C(=O)O,Inactive,0,,,659.919,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,658.898,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1077,4251644,711856,CCOC1=C(C=C(C(=C1)C#N)NC(=O)C2=CC=CO2)OCC,Inactive,0,,,678.612,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,567.551,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1078,4251659,3245315,CCSC1=NC2=C(C(=O)N1CC3=CC=CC=C3)SC(C2)C,Active,100,,,304.489,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,441.286,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1079,4251674,6603534,CCCC(CCN1CCOCC1)(C2=CC=C(C=C2)Br)O.Cl,Active,100,,,253.612,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,312.306,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1080,4251704,3245358,CC1=CC(=O)OC(=C1C(=O)NCCN2CCN(CC2)C3=CC=C(C=C3)OC)C,Active,100,,,317.674,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,389.429,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1081,4251788,3245431,CCCCN(CC)CCCNC(=O)C1=CC2=C(O1)N=C3C=C(C=CC3=C2)OC,Inactive,0,,,601.51,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,573.449,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1082,4251792,3245435,C1CCC(CC1)NC(=O)C2=NOC3=C2CCCCC3,Inactive,0,,,579.061,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,616.817,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1083,4251805,3245447,CC(=O)NC1=CC(=CC=C1)NC(=O)CSC2=NN=C(N2CCC3=CC=CC=C3)CC4=CC=CN4C,Inactive,0,,,639.021,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,642.735,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1084,4251948,3245567,COC1=CC(=C(C=C1NC(=O)CCNS(=O)(=O)C2=C(N=CC(=C2)Br)N)Cl)OC,Inactive,0,,,571.489,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,526.102,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1085,4251956,3245574,CC(C(C1=CC=CS1)N2CCN(CC2)C)NC(=O)C3=CC=C(C=C3)N(C)C,Inactive,0,,,697.653,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,566.653,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1086,4252038,3245643,COC1=CC=C(C=C1)C2CC(N3C(=NN=N3)N2)C4=C(C=CC(=C4)OC)OC,Inactive,0,,,657.755,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,612.857,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1087,4252055,135450222,CC1(CC(=C(C(=O)C1)C=NC2=CC=C(C=C2)O)O)C,Inactive,0,,,619.551,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,668.347,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1088,4252065,3245666,CCCCCOC(=O)NCCOC(=O)NC1=CC=C(C=C1)C(=O)OCC,Inactive,0,,,736.816,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,573.714,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1089,4252086,3245684,C1COCCN1CCNC(=O)C2=CC3=C(C=C2)SCC(=O)N3CC4=CC=CC=C4F,Active,100,,,167.735,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,175.367,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1090,4252112,3245707,CN(CCCN1C(=O)C2=C(NC1=S)N=CC=C2)CC3=CC=CC=C3,Inactive,0,,,474.51,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,466.51,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1091,4252185,3245771,CC1=CC=C(C=C1)S(=O)(=O)NC(CC(=O)N2CCC3=CC=CC=C32)C4=CC=CO4,Inactive,0,,,525.429,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,442.531,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1092,4252207,3245789,CC1=CC=C(C=C1)N(CC(=O)NC2=CC=C(C=C2)C(=O)OC)S(=O)(=O)C3=C(NN=C3C)C,Inactive,0,,,556.817,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,519.327,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1093,4252294,3245869,CC(=O)N1C(OC2=C(C3=CC=CC=C31)N=NC(=N2)SC)C4=CC=CN4C,Active,100,,,69.061,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,246.326,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1094,4252305,729510,C1=CC=C(C(=C1)OCC(=O)C2=C(C=C(C=C2)O)O)Br,Inactive,0,,,545.205,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,575.836,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1095,4252319,676755,CCOC1=CC=C(C=C1)C2=NC(=S)NN2,Inactive,0,,,622.816,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,653.51,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1096,4252327,3245895,C1CCCN(CC1)CCNC(=O)C2CCN(CC2)S(=O)(=O)N3CCOCC3,Inactive,0,,,606.081,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,610.511,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1097,4252328,2133484,C1=CC2=C(C(=O)N(C2=O)CO)N=C1,Inactive,0,,,570,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,592.551,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1098,4252330,6922640,COC(=O)/C=C/1\C(=O)N2C3=CC=CC=C3N=C2S1,Inactive,0,,,618.694,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,566.449,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1099,4252333,1272711,COC1=CC=C(C=C1)C2=NN(N=N2)CC3=NC(=NC(=N3)N4CCCCC4)N,Inactive,0,,,533.796,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,544.735,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1100,4252345,3102997,CC1(C2=C(C=CC(=C2)O)N(C1=O)C)CCCN(C)C(=O)OC,Inactive,0,,,648.551,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,684.755,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1101,4254524,1263872,CC1=NC2=CC=CC=C2C(=C1)N3CCN(CC3)C4=NC(=NC5=CC=CC=C54)N6CCOCC6,Active,100,,,21.184,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,27.082,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
1102,4254720,2953449,C1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3CCCO3,Inactive,0,,,650.816,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,658,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1103,4254740,2058926,COC1=CC(=CC=C1)OCCCCN2CCCCC2,Active,100,,,125.755,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,433.347,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1104,4254883,939616,CCN1C(=O)C2=CC(=C(C=C2N=C1SCC)OC)OC,Inactive,0,,,477.041,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,654.939,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1105,4254970,2971346,CCOC(=O)C1=CC=C(C=C1)NC(=O)N2CCN(CC2)CCC3=CC=CC=C3,Inactive,0,,,452.775,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,465.694,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1106,4255001,1033065,C1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)N3CCN(CC3)C4=CC=CC=N4,Active,100,,,527.102,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,486.51,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
1107,4255024,1644659,CC1=CC(=C(C=C1)OCCCC(=O)NC2=CC=C(C=C2)N3CCOCC3)C,Inactive,0,,,629.857,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,576.857,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1108,4255040,738843,COC1=C(C=CC(=C1)NC(=O)C2=CC=CS2)NC(=O)C3=CC=CO3,Inactive,0,,,625.511,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,631.021,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1109,4255117,1295483,CCOC(=O)CCC1=C(C2=C(C=C(C=C2)OCC(=O)OC(C)C)OC1=O)C,Inactive,0,,,527.367,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,564.592,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1110,4255121,907669,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC(=C)C)CC(=O)OC,Inactive,0,,,653.326,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,628.388,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1111,4255122,1315470,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)COC3=C(C=C(C=C3)Cl)Cl,Inactive,0,,,484.673,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,572.531,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1112,4255144,1205193,CN1C(=NN=N1)SCC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,Active,100,,,400.367,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,491.204,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1113,4255313,1245963,CCC1=CC=C(S1)C(=O)N2CCN(CC2)C3=CC=C(C=C3)F,Active,100,,,470.081,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782,544.673,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822
